Number of Records,Year_Wind,Values_Wind,Countries
1,01/01/1987,0,Argentina
1,01/01/1987,0,Brazil
1,01/01/1987,0,Chile
1,01/01/1987,0,Colombia
1,01/01/1987,0,Ecuador
1,01/01/1987,0,Peru
1,01/01/1987,0,Trinidad & Tobago
1,01/01/1987,0,Venezuela
1,01/01/1987,0,Austria
1,01/01/1987,0.00135765,Belgium
1,01/01/1987,0,Bulgaria
1,01/01/1987,,Croatia
1,01/01/1987,0,Cyprus
1,01/01/1987,0,Czech Republic
1,01/01/1987,0.039326605,Denmark
1,01/01/1987,0,Estonia
1,01/01/1987,0,Finland
1,01/01/1987,0,France
1,01/01/1987,0.00045255,Germany
1,01/01/1987,0.000226275,Greece
1,01/01/1987,0,Hungary
1,01/01/1987,0,Iceland
1,01/01/1987,0,Ireland
1,01/01/1987,0,Italy
1,01/01/1987,0,Latvia
1,01/01/1987,0,Lithuania
1,01/01/1987,0,Luxembourg
1,01/01/1987,0.00045255,Netherlands
1,01/01/1987,,North Macedonia
1,01/01/1987,0,Norway
1,01/01/1987,0,Poland
1,01/01/1987,0,Portugal
1,01/01/1987,0,Romania
1,01/01/1987,0,Slovakia
1,01/01/1987,,Slovenia
1,01/01/1987,0,Spain
1,01/01/1987,0.00135765,Sweden
1,01/01/1987,0,Switzerland
1,01/01/1987,0,Turkey
1,01/01/1987,0,Ukraine
1,01/01/1987,0,United Kingdom
1,01/01/1987,0,Azerbaijan
1,01/01/1987,0,Belarus
1,01/01/1987,0,Kazakhstan
1,01/01/1987,0,Russian Federation
1,01/01/1987,0,Turkmenistan
1,01/01/1987,,USSR
1,01/01/1987,0,Uzbekistan
1,01/01/1987,0,Iran
1,01/01/1987,0,Iraq
1,01/01/1987,0,Israel
1,01/01/1987,0,Kuwait
1,01/01/1987,0,Oman
1,01/01/1987,0,Qatar
1,01/01/1987,0,Saudi Arabia
1,01/01/1987,0,United Arab Emirates
1,01/01/1987,0,Algeria
1,01/01/1987,0,Egypt
1,01/01/1987,0,Morocco
1,01/01/1987,0,South Africa
1,01/01/1987,0,Eastern Africa
1,01/01/1987,0,Australia
1,01/01/1987,0,Bangladesh
1,01/01/1987,0,China
1,01/01/1987,0,China Hong Kong SAR
1,01/01/1987,0,India
1,01/01/1987,0,Indonesia
1,01/01/1987,0,Japan
1,01/01/1987,0,Malaysia
1,01/01/1987,0,New Zealand
1,01/01/1987,0,Pakistan
1,01/01/1987,0,Philippines
1,01/01/1987,0,Singapore
1,01/01/1987,0,South Korea
1,01/01/1987,0,Sri Lanka
1,01/01/1987,0,Taiwan
1,01/01/1987,0,Thailand
1,01/01/1987,0,Vietnam
1,01/01/1988,0.000226275,Canada
1,01/01/1988,0,Mexico
1,01/01/1988,0.000199076,US
1,01/01/1988,0,Argentina
1,01/01/1988,0,Brazil
1,01/01/1988,0,Chile
1,01/01/1988,0,Colombia
1,01/01/1988,0,Ecuador
1,01/01/1988,0,Peru
1,01/01/1988,0,Trinidad & Tobago
1,01/01/1988,0,Venezuela
1,01/01/1988,0,Austria
1,01/01/1988,0.0018102,Belgium
1,01/01/1988,0,Bulgaria
1,01/01/1988,,Croatia
1,01/01/1988,0,Cyprus
1,01/01/1988,0,Czech Republic
1,01/01/1988,0.066004435,Denmark
1,01/01/1988,0,Estonia
1,01/01/1988,0,Finland
1,01/01/1988,0,France
1,01/01/1988,0.0018102,Germany
1,01/01/1988,0.000226275,Greece
1,01/01/1988,0,Hungary
1,01/01/1988,0,Iceland
1,01/01/1988,0,Ireland
1,01/01/1988,0,Italy
1,01/01/1988,0,Latvia
1,01/01/1988,0,Lithuania
1,01/01/1988,0,Luxembourg
1,01/01/1988,0.003620401,Netherlands
1,01/01/1988,,North Macedonia
1,01/01/1988,0,Norway
1,01/01/1988,0,Poland
1,01/01/1988,0,Portugal
1,01/01/1988,0,Romania
1,01/01/1988,0,Slovakia
1,01/01/1988,,Slovenia
1,01/01/1988,0,Spain
1,01/01/1988,0.001131375,Sweden
1,01/01/1988,0,Switzerland
1,01/01/1988,0,Turkey
1,01/01/1988,0,Ukraine
1,01/01/1988,0,United Kingdom
1,01/01/1988,0,Azerbaijan
1,01/01/1988,0,Belarus
1,01/01/1988,0,Kazakhstan
1,01/01/1988,0,Russian Federation
1,01/01/1988,0,Turkmenistan
1,01/01/1988,,USSR
1,01/01/1988,0,Uzbekistan
1,01/01/1988,0,Iran
1,01/01/1988,0,Iraq
1,01/01/1988,0,Israel
1,01/01/1988,0,Kuwait
1,01/01/1988,0,Oman
1,01/01/1988,0,Qatar
1,01/01/1988,0,Saudi Arabia
1,01/01/1988,0,United Arab Emirates
1,01/01/1988,0,Algeria
1,01/01/1988,0,Egypt
1,01/01/1988,0,Morocco
1,01/01/1988,0,South Africa
1,01/01/1988,0,Eastern Africa
1,01/01/1988,0,Australia
1,01/01/1988,0,Bangladesh
1,01/01/1988,0,China
1,01/01/1988,0,China Hong Kong SAR
1,01/01/1988,0,India
1,01/01/1988,0,Indonesia
1,01/01/1988,0,Japan
1,01/01/1988,0,Malaysia
1,01/01/1988,0,New Zealand
1,01/01/1988,0,Pakistan
1,01/01/1988,0,Philippines
1,01/01/1988,0,Singapore
1,01/01/1988,0,South Korea
1,01/01/1988,0,Sri Lanka
1,01/01/1988,0,Taiwan
1,01/01/1988,0,Thailand
1,01/01/1988,0,Vietnam
1,01/01/1989,0.000226275,Canada
1,01/01/1989,0,Mexico
1,01/01/1989,0.482729956,US
1,01/01/1989,0,Argentina
1,01/01/1989,0,Brazil
1,01/01/1989,0,Chile
1,01/01/1989,0,Colombia
1,01/01/1989,0,Ecuador
1,01/01/1989,0,Peru
1,01/01/1989,0,Trinidad & Tobago
1,01/01/1989,0,Venezuela
1,01/01/1989,0,Austria
1,01/01/1989,0.001583925,Belgium
1,01/01/1989,0,Bulgaria
1,01/01/1989,,Croatia
1,01/01/1989,0,Cyprus
1,01/01/1989,0,Czech Republic
1,01/01/1989,0.096936236,Denmark
1,01/01/1989,0,Estonia
1,01/01/1989,0,Finland
1,01/01/1989,0,France
1,01/01/1989,0.005883152,Germany
1,01/01/1989,0.000226275,Greece
1,01/01/1989,0,Hungary
1,01/01/1989,0,Iceland
1,01/01/1989,0,Ireland
1,01/01/1989,0.00045255,Italy
1,01/01/1989,0,Latvia
1,01/01/1989,0,Lithuania
1,01/01/1989,0,Luxembourg
1,01/01/1989,0.005204326,Netherlands
1,01/01/1989,,North Macedonia
1,01/01/1989,0,Norway
1,01/01/1989,0,Poland
1,01/01/1989,0.000226275,Portugal
1,01/01/1989,0,Romania
1,01/01/1989,0,Slovakia
1,01/01/1989,,Slovenia
1,01/01/1989,0.002941576,Spain
1,01/01/1989,0.001131375,Sweden
1,01/01/1989,0,Switzerland
1,01/01/1989,0,Turkey
1,01/01/1989,0,Ukraine
1,01/01/1989,0.002036476,United Kingdom
1,01/01/1989,0,Azerbaijan
1,01/01/1989,0,Belarus
1,01/01/1989,0,Kazakhstan
1,01/01/1989,0,Russian Federation
1,01/01/1989,0,Turkmenistan
1,01/01/1989,,USSR
1,01/01/1989,0,Uzbekistan
1,01/01/1989,0,Iran
1,01/01/1989,0,Iraq
1,01/01/1989,0,Israel
1,01/01/1989,0,Kuwait
1,01/01/1989,0,Oman
1,01/01/1989,0,Qatar
1,01/01/1989,0,Saudi Arabia
1,01/01/1989,0,United Arab Emirates
1,01/01/1989,0,Algeria
1,01/01/1989,0,Egypt
1,01/01/1989,0,Morocco
1,01/01/1989,0,South Africa
1,01/01/1989,0,Eastern Africa
1,01/01/1989,0,Australia
1,01/01/1989,0,Bangladesh
1,01/01/1989,0,China
1,01/01/1989,0,China Hong Kong SAR
1,01/01/1989,0,India
1,01/01/1989,0,Indonesia
1,01/01/1989,0,Japan
1,01/01/1989,0,Malaysia
1,01/01/1989,0,New Zealand
1,01/01/1989,0,Pakistan
1,01/01/1989,0,Philippines
1,01/01/1989,0,Singapore
1,01/01/1989,0,South Korea
1,01/01/1989,0,Sri Lanka
1,01/01/1989,0,Taiwan
1,01/01/1989,0,Thailand
1,01/01/1989,0,Vietnam
1,01/01/1990,0.000434265,Canada
1,01/01/1990,0.000226275,Mexico
1,01/01/1990,0.637364275,US
1,01/01/1990,0,Argentina
1,01/01/1990,0,Brazil
1,01/01/1990,0,Chile
1,01/01/1990,0,Colombia
1,01/01/1990,0,Ecuador
1,01/01/1990,0,Peru
1,01/01/1990,0,Trinidad & Tobago
1,01/01/1990,0,Venezuela
1,01/01/1990,0,Austria
1,01/01/1990,0.001583925,Belgium
1,01/01/1990,0,Bulgaria
1,01/01/1990,0,Croatia
1,01/01/1990,0,Cyprus
1,01/01/1990,0,Czech Republic
1,01/01/1990,0.138095669,Denmark
1,01/01/1990,0,Estonia
1,01/01/1990,0,Finland
1,01/01/1990,6.143956193e-05,France
1,01/01/1990,0.016065529,Germany
1,01/01/1990,0.00045255,Greece
1,01/01/1990,0,Hungary
1,01/01/1990,0,Iceland
1,01/01/1990,0,Ireland
1,01/01/1990,0.000434265,Italy
1,01/01/1990,0,Latvia
1,01/01/1990,0,Lithuania
1,01/01/1990,0,Luxembourg
1,01/01/1990,0.012671403,Netherlands
1,01/01/1990,0,North Macedonia
1,01/01/1990,0,Norway
1,01/01/1990,0,Poland
1,01/01/1990,0.000217133,Portugal
1,01/01/1990,0.000228561,Romania
1,01/01/1990,0,Slovakia
1,01/01/1990,0,Slovenia
1,01/01/1990,0.003167851,Spain
1,01/01/1990,0.00135765,Sweden
1,01/01/1990,0,Switzerland
1,01/01/1990,0,Turkey
1,01/01/1990,0,Ukraine
1,01/01/1990,0.002036476,United Kingdom
1,01/01/1990,0,Azerbaijan
1,01/01/1990,0,Belarus
1,01/01/1990,0,Kazakhstan
1,01/01/1990,0,Russian Federation
1,01/01/1990,0,Turkmenistan
1,01/01/1990,,USSR
1,01/01/1990,0,Uzbekistan
1,01/01/1990,0,Iran
1,01/01/1990,0,Iraq
1,01/01/1990,0,Israel
1,01/01/1990,0,Kuwait
1,01/01/1990,0,Oman
1,01/01/1990,0,Qatar
1,01/01/1990,0,Saudi Arabia
1,01/01/1990,0,United Arab Emirates
1,01/01/1990,0,Algeria
1,01/01/1990,0,Egypt
1,01/01/1990,0,Morocco
1,01/01/1990,0,South Africa
1,01/01/1990,0,Eastern Africa
1,01/01/1990,0,Australia
1,01/01/1990,0,Bangladesh
1,01/01/1990,0.000457121,China
1,01/01/1990,0,China Hong Kong SAR
1,01/01/1990,0.00685682,India
1,01/01/1990,0,Indonesia
1,01/01/1990,0,Japan
1,01/01/1990,0,Malaysia
1,01/01/1990,0,New Zealand
1,01/01/1990,0,Pakistan
1,01/01/1990,0,Philippines
1,01/01/1990,0,Singapore
1,01/01/1990,0,South Korea
1,01/01/1990,0,Sri Lanka
1,01/01/1990,0,Taiwan
1,01/01/1990,0,Thailand
1,01/01/1990,0,Vietnam
1,01/01/1991,0.000434265,Canada
1,01/01/1991,0.000226275,Mexico
1,01/01/1991,0.674471328,US
1,01/01/1991,0,Argentina
1,01/01/1991,0,Brazil
1,01/01/1991,0,Chile
1,01/01/1991,0,Colombia
1,01/01/1991,0,Ecuador
1,01/01/1991,0,Peru
1,01/01/1991,0,Trinidad & Tobago
1,01/01/1991,0,Venezuela
1,01/01/1991,0,Austria
1,01/01/1991,0.0018102,Belgium
1,01/01/1991,0,Bulgaria
1,01/01/1991,0,Croatia
1,01/01/1991,0,Cyprus
1,01/01/1991,0,Czech Republic
1,01/01/1991,0.167466172,Denmark
1,01/01/1991,0,Estonia
1,01/01/1991,0.000135765,Finland
1,01/01/1991,0.000110785,France
1,01/01/1991,0.022627506,Germany
1,01/01/1991,0.00045255,Greece
1,01/01/1991,0,Hungary
1,01/01/1991,0,Iceland
1,01/01/1991,0,Ireland
1,01/01/1991,0.000651398,Italy
1,01/01/1991,0,Latvia
1,01/01/1991,0,Lithuania
1,01/01/1991,0,Luxembourg
1,01/01/1991,0.019912205,Netherlands
1,01/01/1991,0,North Macedonia
1,01/01/1991,0,Norway
1,01/01/1991,0,Poland
1,01/01/1991,0.000217133,Portugal
1,01/01/1991,0,Romania
1,01/01/1991,0,Slovakia
1,01/01/1991,0,Slovenia
1,01/01/1991,0.003394126,Spain
1,01/01/1991,0.002941576,Sweden
1,01/01/1991,0,Switzerland
1,01/01/1991,0,Turkey
1,01/01/1991,0,Ukraine
1,01/01/1991,0.002036476,United Kingdom
1,01/01/1991,0,Azerbaijan
1,01/01/1991,0,Belarus
1,01/01/1991,0,Kazakhstan
1,01/01/1991,0,Russian Federation
1,01/01/1991,0,Turkmenistan
1,01/01/1991,,USSR
1,01/01/1991,0,Uzbekistan
1,01/01/1991,0,Iran
1,01/01/1991,0,Iraq
1,01/01/1991,0,Israel
1,01/01/1991,0,Kuwait
1,01/01/1991,0,Oman
1,01/01/1991,0,Qatar
1,01/01/1991,0,Saudi Arabia
1,01/01/1991,0,United Arab Emirates
1,01/01/1991,0,Algeria
1,01/01/1991,0,Egypt
1,01/01/1991,0,Morocco
1,01/01/1991,0,South Africa
1,01/01/1991,0,Eastern Africa
1,01/01/1991,0,Australia
1,01/01/1991,0,Bangladesh
1,01/01/1991,0.002057046,China
1,01/01/1991,0,China Hong Kong SAR
1,01/01/1991,0.025548717,India
1,01/01/1991,0,Indonesia
1,01/01/1991,0,Japan
1,01/01/1991,0,Malaysia
1,01/01/1991,0,New Zealand
1,01/01/1991,0,Pakistan
1,01/01/1991,0,Philippines
1,01/01/1991,0,Singapore
1,01/01/1991,0,South Korea
1,01/01/1991,0,Sri Lanka
1,01/01/1991,0,Taiwan
1,01/01/1991,0,Thailand
1,01/01/1991,0,Vietnam
1,01/01/1992,0.013350229,Canada
1,01/01/1992,0.000226275,Mexico
1,01/01/1992,0.659974182,US
1,01/01/1992,0,Argentina
1,01/01/1992,0,Brazil
1,01/01/1992,0,Chile
1,01/01/1992,0,Colombia
1,01/01/1992,0,Ecuador
1,01/01/1992,0,Peru
1,01/01/1992,0,Trinidad & Tobago
1,01/01/1992,0,Venezuela
1,01/01/1992,0,Austria
1,01/01/1992,0.002036476,Belgium
1,01/01/1992,0,Bulgaria
1,01/01/1992,0,Croatia
1,01/01/1992,0,Cyprus
1,01/01/1992,0,Czech Republic
1,01/01/1992,0.20713219,Denmark
1,01/01/1992,0,Estonia
1,01/01/1992,0.00054306,Finland
1,01/01/1992,0.000110785,France
1,01/01/1992,0.062225641,Germany
1,01/01/1992,0.0018102,Greece
1,01/01/1992,0,Hungary
1,01/01/1992,0,Iceland
1,01/01/1992,0.001131579,Ireland
1,01/01/1992,0.000434265,Italy
1,01/01/1992,0,Latvia
1,01/01/1992,0,Lithuania
1,01/01/1992,0,Luxembourg
1,01/01/1992,0.033262434,Netherlands
1,01/01/1992,0,North Macedonia
1,01/01/1992,0,Norway
1,01/01/1992,0,Poland
1,01/01/1992,0.000868531,Portugal
1,01/01/1992,0,Romania
1,01/01/1992,0,Slovakia
1,01/01/1992,0,Slovenia
1,01/01/1992,0.023306331,Spain
1,01/01/1992,0.007014527,Sweden
1,01/01/1992,0,Switzerland
1,01/01/1992,0,Turkey
1,01/01/1992,0,Ukraine
1,01/01/1992,0.007467077,United Kingdom
1,01/01/1992,0,Azerbaijan
1,01/01/1992,0,Belarus
1,01/01/1992,0,Kazakhstan
1,01/01/1992,0,Russian Federation
1,01/01/1992,0,Turkmenistan
1,01/01/1992,,USSR
1,01/01/1992,0,Uzbekistan
1,01/01/1992,0,Iran
1,01/01/1992,0,Iraq
1,01/01/1992,0,Israel
1,01/01/1992,0,Kuwait
1,01/01/1992,0,Oman
1,01/01/1992,0,Qatar
1,01/01/1992,0,Saudi Arabia
1,01/01/1992,0,United Arab Emirates
1,01/01/1992,0,Algeria
1,01/01/1992,0,Egypt
1,01/01/1992,0,Morocco
1,01/01/1992,0,South Africa
1,01/01/1992,0,Eastern Africa
1,01/01/1992,0,Australia
1,01/01/1992,0,Bangladesh
1,01/01/1992,0.029712887,China
1,01/01/1992,0,China Hong Kong SAR
1,01/01/1992,0.020018555,India
1,01/01/1992,0,Indonesia
1,01/01/1992,0,Japan
1,01/01/1992,0,Malaysia
1,01/01/1992,0.000156335,New Zealand
1,01/01/1992,0,Pakistan
1,01/01/1992,0,Philippines
1,01/01/1992,0,Singapore
1,01/01/1992,0,South Korea
1,01/01/1992,0,Sri Lanka
1,01/01/1992,0,Taiwan
1,01/01/1992,0,Thailand
1,01/01/1992,0,Vietnam
1,01/01/1993,0.013350229,Canada
1,01/01/1993,0.000226275,Mexico
1,01/01/1993,0.687013823,US
1,01/01/1993,0,Argentina
1,01/01/1993,0,Brazil
1,01/01/1993,0,Chile
1,01/01/1993,0,Colombia
1,01/01/1993,0,Ecuador
1,01/01/1993,0,Peru
1,01/01/1993,0,Trinidad & Tobago
1,01/01/1993,0,Venezuela
1,01/01/1993,0,Austria
1,01/01/1993,0.0018102,Belgium
1,01/01/1993,0,Bulgaria
1,01/01/1993,0,Croatia
1,01/01/1993,0,Cyprus
1,01/01/1993,0,Czech Republic
1,01/01/1993,0.234013667,Denmark
1,01/01/1993,0,Estonia
1,01/01/1993,0.00099561,Finland
1,01/01/1993,0.000543553,France
1,01/01/1993,0.135765036,Germany
1,01/01/1993,0.010634928,Greece
1,01/01/1993,0,Hungary
1,01/01/1993,0,Iceland
1,01/01/1993,0.003394737,Ireland
1,01/01/1993,0.000868531,Italy
1,01/01/1993,0,Latvia
1,01/01/1993,0,Lithuania
1,01/01/1993,0,Luxembourg
1,01/01/1993,0.03937186,Netherlands
1,01/01/1993,0,North Macedonia
1,01/01/1993,0,Norway
1,01/01/1993,0,Poland
1,01/01/1993,0.002388459,Portugal
1,01/01/1993,0,Romania
1,01/01/1993,0,Slovakia
1,01/01/1993,0,Slovenia
1,01/01/1993,0.026247907,Spain
1,01/01/1993,0.011766303,Sweden
1,01/01/1993,0,Switzerland
1,01/01/1993,0,Turkey
1,01/01/1993,0,Ukraine
1,01/01/1993,0.049101688,United Kingdom
1,01/01/1993,0,Azerbaijan
1,01/01/1993,0,Belarus
1,01/01/1993,0,Kazakhstan
1,01/01/1993,0,Russian Federation
1,01/01/1993,0,Turkmenistan
1,01/01/1993,,USSR
1,01/01/1993,0,Uzbekistan
1,01/01/1993,0,Iran
1,01/01/1993,0,Iraq
1,01/01/1993,0,Israel
1,01/01/1993,0,Kuwait
1,01/01/1993,0,Oman
1,01/01/1993,0,Qatar
1,01/01/1993,0,Saudi Arabia
1,01/01/1993,0,United Arab Emirates
1,01/01/1993,0,Algeria
1,01/01/1993,0,Egypt
1,01/01/1993,0,Morocco
1,01/01/1993,0,South Africa
1,01/01/1993,0,Eastern Africa
1,01/01/1993,0.00045255,Australia
1,01/01/1993,0,Bangladesh
1,01/01/1993,0.04799774,China
1,01/01/1993,0,China Hong Kong SAR
1,01/01/1993,0.021444087,India
1,01/01/1993,0,Indonesia
1,01/01/1993,0.000217133,Japan
1,01/01/1993,0,Malaysia
1,01/01/1993,0.000223075,New Zealand
1,01/01/1993,0,Pakistan
1,01/01/1993,0,Philippines
1,01/01/1993,0,Singapore
1,01/01/1993,0.000226275,South Korea
1,01/01/1993,0,Sri Lanka
1,01/01/1993,0,Taiwan
1,01/01/1993,0,Thailand
1,01/01/1993,0,Vietnam
1,01/01/1994,0.013350229,Canada
1,01/01/1994,0.001131375,Mexico
1,01/01/1994,0.787873531,US
1,01/01/1994,0,Argentina
1,01/01/1994,0,Brazil
1,01/01/1994,0,Chile
1,01/01/1994,0,Colombia
1,01/01/1994,0,Ecuador
1,01/01/1994,0,Peru
1,01/01/1994,0,Trinidad & Tobago
1,01/01/1994,0,Venezuela
1,01/01/1994,0,Austria
1,01/01/1994,0.002036476,Belgium
1,01/01/1994,0,Bulgaria
1,01/01/1994,0,Croatia
1,01/01/1994,0,Cyprus
1,01/01/1994,0,Czech Republic
1,01/01/1994,0.257274743,Denmark
1,01/01/1994,0,Estonia
1,01/01/1994,0.00162918,Finland
1,01/01/1994,0.001064398,France
1,01/01/1994,0.20568403,Germany
1,01/01/1994,0.008372177,Greece
1,01/01/1994,0,Hungary
1,01/01/1994,0,Iceland
1,01/01/1994,0.0043,Ireland
1,01/01/1994,0.001519928,Italy
1,01/01/1994,0,Latvia
1,01/01/1994,0,Lithuania
1,01/01/1994,0,Luxembourg
1,01/01/1994,0.053853464,Netherlands
1,01/01/1994,0,North Macedonia
1,01/01/1994,0,Norway
1,01/01/1994,0,Poland
1,01/01/1994,0.003846676,Portugal
1,01/01/1994,0,Romania
1,01/01/1994,0,Slovakia
1,01/01/1994,0,Slovenia
1,01/01/1994,0.039598135,Spain
1,01/01/1994,0.016970629,Sweden
1,01/01/1994,0,Switzerland
1,01/01/1994,0,Turkey
1,01/01/1994,0,Ukraine
1,01/01/1994,0.077838621,United Kingdom
1,01/01/1994,0,Azerbaijan
1,01/01/1994,0,Belarus
1,01/01/1994,0,Kazakhstan
1,01/01/1994,0,Russian Federation
1,01/01/1994,0,Turkmenistan
1,01/01/1994,,USSR
1,01/01/1994,0,Uzbekistan
1,01/01/1994,0,Iran
1,01/01/1994,0,Iraq
1,01/01/1994,0,Israel
1,01/01/1994,0,Kuwait
1,01/01/1994,0,Oman
1,01/01/1994,0,Qatar
1,01/01/1994,0,Saudi Arabia
1,01/01/1994,0,United Arab Emirates
1,01/01/1994,0,Algeria
1,01/01/1994,0,Egypt
1,01/01/1994,0,Morocco
1,01/01/1994,0,South Africa
1,01/01/1994,0,Eastern Africa
1,01/01/1994,0.001244513,Australia
1,01/01/1994,0,Bangladesh
1,01/01/1994,0.086853053,China
1,01/01/1994,0,China Hong Kong SAR
1,01/01/1994,0.043281893,India
1,01/01/1994,0,Indonesia
1,01/01/1994,0.000217133,Japan
1,01/01/1994,0,Malaysia
1,01/01/1994,0.000228561,New Zealand
1,01/01/1994,0,Pakistan
1,01/01/1994,0,Philippines
1,01/01/1994,0,Singapore
1,01/01/1994,0.000226275,South Korea
1,01/01/1994,0,Sri Lanka
1,01/01/1994,0,Taiwan
1,01/01/1994,0,Thailand
1,01/01/1994,0,Vietnam
1,01/01/1995,0.013350229,Canada
1,01/01/1995,0.001583925,Mexico
1,01/01/1995,0.723223775,US
1,01/01/1995,0,Argentina
1,01/01/1995,0,Brazil
1,01/01/1995,0,Chile
1,01/01/1995,0,Colombia
1,01/01/1995,0,Ecuador
1,01/01/1995,0,Peru
1,01/01/1995,0,Trinidad & Tobago
1,01/01/1995,0,Venezuela
1,01/01/1995,0.000226275,Austria
1,01/01/1995,0.002036476,Belgium
1,01/01/1995,0,Bulgaria
1,01/01/1995,0,Croatia
1,01/01/1995,0,Cyprus
1,01/01/1995,0,Czech Republic
1,01/01/1995,0.266393628,Denmark
1,01/01/1995,0,Estonia
1,01/01/1995,0.002443771,Finland
1,01/01/1995,0.001066706,France
1,01/01/1995,0.33941259,Germany
1,01/01/1995,0.007693352,Greece
1,01/01/1995,0,Hungary
1,01/01/1995,0,Iceland
1,01/01/1995,0.003621053,Ireland
1,01/01/1995,0.001954194,Italy
1,01/01/1995,0,Latvia
1,01/01/1995,0,Lithuania
1,01/01/1995,0,Luxembourg
1,01/01/1995,0.071729194,Netherlands
1,01/01/1995,0,North Macedonia
1,01/01/1995,0,Norway
1,01/01/1995,0.000226275,Poland
1,01/01/1995,0.003620401,Portugal
1,01/01/1995,0,Romania
1,01/01/1995,0,Slovakia
1,01/01/1995,0,Slovenia
1,01/01/1995,0.061094266,Spain
1,01/01/1995,0.023758881,Sweden
1,01/01/1995,0,Switzerland
1,01/01/1995,0,Turkey
1,01/01/1995,0,Ukraine
1,01/01/1995,0.088699824,United Kingdom
1,01/01/1995,0,Azerbaijan
1,01/01/1995,0,Belarus
1,01/01/1995,0,Kazakhstan
1,01/01/1995,0,Russian Federation
1,01/01/1995,0,Turkmenistan
1,01/01/1995,,USSR
1,01/01/1995,0,Uzbekistan
1,01/01/1995,0,Iran
1,01/01/1995,0,Iraq
1,01/01/1995,0,Israel
1,01/01/1995,0,Kuwait
1,01/01/1995,0,Oman
1,01/01/1995,0,Qatar
1,01/01/1995,0,Saudi Arabia
1,01/01/1995,0,United Arab Emirates
1,01/01/1995,0,Algeria
1,01/01/1995,0,Egypt
1,01/01/1995,0,Morocco
1,01/01/1995,0,South Africa
1,01/01/1995,0,Eastern Africa
1,01/01/1995,0.001583925,Australia
1,01/01/1995,0,Bangladesh
1,01/01/1995,0.139422007,China
1,01/01/1995,0,China Hong Kong SAR
1,01/01/1995,0.112338779,India
1,01/01/1995,0,Indonesia
1,01/01/1995,0.000217133,Japan
1,01/01/1995,0,Malaysia
1,01/01/1995,0.000228561,New Zealand
1,01/01/1995,0,Pakistan
1,01/01/1995,0,Philippines
1,01/01/1995,0,Singapore
1,01/01/1995,0,South Korea
1,01/01/1995,0,Sri Lanka
1,01/01/1995,0,Taiwan
1,01/01/1995,0,Thailand
1,01/01/1995,0,Vietnam
1,01/01/1996,0.014029054,Canada
1,01/01/1996,0.00135765,Mexico
1,01/01/1996,0.739180967,US
1,01/01/1996,0.002176314,Argentina
1,01/01/1996,0.00045255,Brazil
1,01/01/1996,0,Chile
1,01/01/1996,0,Colombia
1,01/01/1996,0,Ecuador
1,01/01/1996,9.051002399e-05,Peru
1,01/01/1996,0,Trinidad & Tobago
1,01/01/1996,0,Venezuela
1,01/01/1996,0.001131375,Austria
1,01/01/1996,0.0018102,Belgium
1,01/01/1996,0,Bulgaria
1,01/01/1996,0,Croatia
1,01/01/1996,0,Cyprus
1,01/01/1996,0,Czech Republic
1,01/01/1996,0.277616871,Denmark
1,01/01/1996,0,Estonia
1,01/01/1996,0.002489026,Finland
1,01/01/1996,0.001681269,France
1,01/01/1996,0.459790922,Germany
1,01/01/1996,0.008145902,Greece
1,01/01/1996,0,Hungary
1,01/01/1996,0,Iceland
1,01/01/1996,0.003168421,Ireland
1,01/01/1996,0.007165377,Italy
1,01/01/1996,0.000226275,Latvia
1,01/01/1996,0,Lithuania
1,01/01/1996,0,Luxembourg
1,01/01/1996,0.098882201,Netherlands
1,01/01/1996,0,North Macedonia
1,01/01/1996,0,Norway
1,01/01/1996,0,Poland
1,01/01/1996,0.004751776,Portugal
1,01/01/1996,0,Romania
1,01/01/1996,0,Slovakia
1,01/01/1996,0,Slovenia
1,01/01/1996,0.082364122,Spain
1,01/01/1996,0.032583609,Sweden
1,01/01/1996,0.000226275,Switzerland
1,01/01/1996,0,Turkey
1,01/01/1996,0,Ukraine
1,01/01/1996,0.110422229,United Kingdom
1,01/01/1996,0,Azerbaijan
1,01/01/1996,0,Belarus
1,01/01/1996,0,Kazakhstan
1,01/01/1996,0,Russian Federation
1,01/01/1996,0,Turkmenistan
1,01/01/1996,,USSR
1,01/01/1996,0,Uzbekistan
1,01/01/1996,0,Iran
1,01/01/1996,0,Iraq
1,01/01/1996,0,Israel
1,01/01/1996,0,Kuwait
1,01/01/1996,0,Oman
1,01/01/1996,0,Qatar
1,01/01/1996,0,Saudi Arabia
1,01/01/1996,0,United Arab Emirates
1,01/01/1996,0,Algeria
1,01/01/1996,0,Egypt
1,01/01/1996,0,Morocco
1,01/01/1996,0,South Africa
1,01/01/1996,0,Eastern Africa
1,01/01/1996,0.001583925,Australia
1,01/01/1996,0,Bangladesh
1,01/01/1996,0.021256142,China
1,01/01/1996,0,China Hong Kong SAR
1,01/01/1996,0.198755487,India
1,01/01/1996,0,Indonesia
1,01/01/1996,0.000434265,Japan
1,01/01/1996,0,Malaysia
1,01/01/1996,0.001884026,New Zealand
1,01/01/1996,0,Pakistan
1,01/01/1996,0,Philippines
1,01/01/1996,0,Singapore
1,01/01/1996,0,South Korea
1,01/01/1996,0,Sri Lanka
1,01/01/1996,0,Taiwan
1,01/01/1996,0,Thailand
1,01/01/1996,0,Vietnam
