Year,solar_gen_values,Countries
1998,0,Bangladesh
1998,0.014,China
1998,0,Hong Kong SAR
1998,0.006060606,India
1998,0,Indonesia
1998,0.14324625,Japan
1998,0,Malaysia
1998,0,New Zealand
1998,0,Pakistan
1998,0,Philippines
1998,0,Singapore
1998,0.004,South Korea
1998,0,Sri Lanka
1998,0,Taiwan
1998,0,Thailand
1998,0,Vietnam
1999,0.013263158,Canada
1999,0.007,Mexico
1999,0.51834207,US
1999,2.60E-05,Argentina
1999,0,Brazil
1999,0,Chile
1999,0,Colombia
1999,0,Ecuador
1999,0,Peru
1999,0,Trinidad and Tobago
1999,0,Venezuela
1999,0.002,Austria
1999,0,Belgium
1999,0,Bulgaria
1999,0,Croatia
1999,0,Cyprus
1999,0,Czech Republic
1999,0.000880556,Denmark
1999,0,Estonia
1999,0.0014,Finland
1999,0.0045475,France
1999,0.03,Germany
1999,0,Greece
1999,0,Hungary
1999,0,Iceland
1999,0,Ireland
1999,0.017,Italy
1999,0,Latvia
1999,0,Lithuania
1999,0,Luxembourg
1999,0.00527,Netherlands
1999,0,North Macedonia
1999,0,Norway
1999,0,Poland
1999,0.0011,Portugal
1999,0,Romania
1999,0,Slovakia
1999,0,Slovenia
1999,0.017,Spain
1999,0.001,Sweden
1999,0.01,Switzerland
1999,0,Turkey
1999,0,Ukraine
1999,0.001,United Kingdom
1999,0,Azerbaijan
1999,0,Belarus
1999,0,Kazakhstan
1999,0,Russian Federation
1999,0,Turkmenistan
1999,,USSR
1999,0,Uzbekistan
1999,0,Iran
1999,0,Iraq
1999,0,Israel
1999,0,Kuwait
1999,0,Oman
1999,0,Qatar
1999,0,Saudi Arabia
1999,0,United Arab Emirates
1999,0,Algeria
1999,0,Egypt
1999,0,Morocco
1999,0,South Africa
1999,0,Eastern Africa
1999,0.0406,Australia
1999,0,Bangladesh
1999,0.017,China
1999,0,Hong Kong SAR
1999,0.006060606,India
1999,0,Indonesia
1999,0.218025,Japan
1999,0,Malaysia
1999,0,New Zealand
1999,0,Pakistan
1999,0,Philippines
1999,0,Singapore
1999,0.004572,South Korea
1999,0,Sri Lanka
1999,0,Taiwan
1999,0,Thailand
1999,0,Vietnam
2000,0.016421053,Canada
2000,0.007,Mexico
2000,0.518512654,US
2000,3.60E-05,Argentina
2000,0,Brazil
2000,0,Chile
2000,0.001835014,Colombia
2000,0,Ecuador
2000,0,Peru
2000,0.0001,Trinidad and Tobago
2000,0,Venezuela
2000,0.003,Austria
2000,0,Belgium
2000,0,Bulgaria
2000,0,Croatia
2000,0,Cyprus
2000,0,Czech Republic
2000,0.0012,Denmark
2000,0,Estonia
2000,0.0016,Finland
2000,0.00522325,France
2000,0.06,Germany
2000,0,Greece
2000,0,Hungary
2000,0,Iceland
2000,0,Ireland
2000,0.018,Italy
2000,0,Latvia
2000,0,Lithuania
2000,4.00E-05,Luxembourg
2000,0.00771,Netherlands
2000,0,North Macedonia
2000,0.0053,Norway
2000,0,Poland
2000,0.0014,Portugal
2000,0,Romania
2000,0,Slovakia
2000,0,Slovenia
2000,0.018,Spain
2000,0.001,Sweden
2000,0.011,Switzerland
2000,0,Turkey
2000,0,Ukraine
2000,0.001,United Kingdom
2000,0,Azerbaijan
2000,0,Belarus
2000,0,Kazakhstan
2000,0,Russian Federation
2000,0,Turkmenistan
2000,,USSR
2000,0,Uzbekistan
2000,0,Iran
2000,0,Iraq
2000,0,Israel
2000,0,Kuwait
2000,0,Oman
2000,0,Qatar
2000,0,Saudi Arabia
2000,0,United Arab Emirates
2000,0,Algeria
2000,0.0002,Egypt
2000,0,Morocco
2000,0.0093,South Africa
2000,0.0053,Eastern Africa
2000,0.04675,Australia
2000,0,Bangladesh
2000,0.022,China
2000,0,Hong Kong SAR
2000,0.007070707,India
2000,0,Indonesia
2000,0.344061719,Japan
2000,0,Malaysia
2000,0,New Zealand
2000,0,Pakistan
2000,0,Philippines
2000,0,Singapore
2000,0.005284,South Korea
2000,0.000432,Sri Lanka
2000,0.00012,Taiwan
2000,0,Thailand
2000,0,Vietnam
2001,0.019578947,Canada
2001,0.008,Mexico
2001,0.574351055,US
2001,4.30E-05,Argentina
2001,0,Brazil
2001,0,Chile
2001,0.00266875,Colombia
2001,0,Ecuador
2001,0,Peru
2001,0.0006,Trinidad and Tobago
2001,0,Venezuela
2001,0.005,Austria
2001,0,Belgium
2001,0,Bulgaria
2001,0,Croatia
2001,0,Cyprus
2001,0,Czech Republic
2001,0.0012,Denmark
2001,0,Estonia
2001,0.0017,Finland
2001,0.0061605,France
2001,0.076,Germany
2001,0,Greece
2001,0,Hungary
2001,0,Iceland
2001,0,Ireland
2001,0.019,Italy
2001,0,Latvia
2001,0,Lithuania
2001,4.60E-05,Luxembourg
2001,0.01306,Netherlands
2001,0,North Macedonia
2001,0.0053,Norway
2001,0,Poland
2001,0.0016,Portugal
2001,0,Romania
2001,0,Slovakia
2001,0,Slovenia
2001,0.024,Spain
2001,0.002,Sweden
2001,0.013,Switzerland
2001,0,Turkey
2001,0,Ukraine
2001,0.002,United Kingdom
2001,0,Azerbaijan
2001,0,Belarus
2001,0,Kazakhstan
2001,0,Russian Federation
2001,0,Turkmenistan
2001,,USSR
2001,0,Uzbekistan
2001,0,Iran
2001,0,Iraq
2001,0,Israel
2001,0,Kuwait
2001,0,Oman
2001,0,Qatar
2001,0,Saudi Arabia
2001,0,United Arab Emirates
2001,0,Algeria
2001,0.0009,Egypt
2001,0,Morocco
2001,0.0108,South Africa
2001,0.0087,Eastern Africa
2001,0.05415,Australia
2001,0,Bangladesh
2001,0.031,China
2001,0,Hong Kong SAR
2001,0.011111111,India
2001,0,Indonesia
2001,0.499739219,Japan
2001,0,Malaysia
2001,0,New Zealand
2001,0,Pakistan
2001,0,Philippines
2001,0,Singapore
2001,0.006184,South Korea
2001,0.000903096,Sri Lanka
2001,0.000264,Taiwan
2001,0,Thailand
2001,0,Vietnam
2002,0.022736842,Canada
2002,0.008,Mexico
2002,0.601597598,US
2002,4.70E-05,Argentina
2002,0,Brazil
2002,0,Chile
2002,0.00465125,Colombia
2002,0,Ecuador
2002,0,Peru
2002,0.001,Trinidad and Tobago
2002,0,Venezuela
2002,0.009,Austria
2002,0,Belgium
2002,0,Bulgaria
2002,0,Croatia
2002,0,Cyprus
2002,0,Czech Republic
2002,0.001280556,Denmark
2002,0,Estonia
2002,0.0019,Finland
2002,0.00710345,France
2002,0.162,Germany
2002,0,Greece
2002,0,Hungary
2002,0,Iceland
2002,0,Ireland
2002,0.021,Italy
2002,0,Latvia
2002,0,Lithuania
2002,5.90E-05,Luxembourg
2002,0.01704,Netherlands
2002,0,North Macedonia
2002,0.0053,Norway
2002,0,Poland
2002,0.0018,Portugal
2002,0,Romania
2002,0,Slovakia
2002,0,Slovenia
2002,0.03,Spain
2002,0.002,Sweden
2002,0.015,Switzerland
2002,0,Turkey
2002,0,Ukraine
2002,0.003,United Kingdom
2002,0,Azerbaijan
2002,0,Belarus
2002,0,Kazakhstan
2002,0,Russian Federation
2002,0,Turkmenistan
2002,,USSR
2002,0,Uzbekistan
2002,0,Iran
2002,0,Iraq
2002,0,Israel
2002,0,Kuwait
2002,0,Oman
2002,0,Qatar
2002,0,Saudi Arabia
2002,0,United Arab Emirates
2002,0,Algeria
2002,0.001,Egypt
2002,0.00010101,Morocco
2002,0.0124,South Africa
2002,0.0119,Eastern Africa
2002,0.0583,Australia
2002,0.0001,Bangladesh
2002,0.048,China
2002,0,Hong Kong SAR
2002,0.013131313,India
2002,0,Indonesia
2002,0.69462,Japan
2002,0,Malaysia
2002,0,New Zealand
2002,0,Pakistan
2002,0,Philippines
2002,0,Singapore
2002,0.007044,South Korea
2002,0.001501112,Sri Lanka
2002,0.000348,Taiwan
2002,0,Thailand
2002,0,Vietnam
2003,0.022789474,Canada
2003,0.008,Mexico
2003,0.610654318,US
2003,6.50E-05,Argentina
2003,0,Brazil
2003,0,Chile
2003,0.006405,Colombia
2003,0,Ecuador
2003,0,Peru
2003,0.0015,Trinidad and Tobago
2003,0,Venezuela
2003,0.015,Austria
2003,0,Belgium
2003,0,Bulgaria
2003,0,Croatia
2003,0,Cyprus
2003,0,Czech Republic
2003,0.001519444,Denmark
2003,0,Estonia
2003,0.0021,Finland
2003,0.0077673,France
2003,0.313,Germany
2003,0,Greece
2003,0,Hungary
2003,0,Iceland
2003,0,Ireland
2003,0.024,Italy
2003,0,Latvia
2003,0,Lithuania
2003,0.001399,Luxembourg
2003,0.03074,Netherlands
2003,0,North Macedonia
2003,0.0062,Norway
2003,0,Poland
2003,0.0026,Portugal
2003,0,Romania
2003,0,Slovakia
2003,0,Slovenia
2003,0.041,Spain
2003,0.002,Sweden
2003,0.018,Switzerland
2003,0,Turkey
2003,0,Ukraine
2003,0.003,United Kingdom
2003,0,Azerbaijan
2003,0,Belarus
2003,0,Kazakhstan
2003,0,Russian Federation
2003,0,Turkmenistan
2003,,USSR
2003,0,Uzbekistan
2003,0,Iran
2003,0,Iraq
2003,0,Israel
2003,0,Kuwait
2003,0,Oman
2003,0,Qatar
2003,0,Saudi Arabia
2003,0,United Arab Emirates
2003,0,Algeria
2003,0.001,Egypt
2003,0.00010101,Morocco
2003,0.0139,South Africa
2003,0.012,Eastern Africa
2003,0.0632,Australia
2003,0.0009,Bangladesh
2003,0.064,China
2003,0,Hong Kong SAR
2003,0.016161616,India
2003,0,Indonesia
2003,0.953955,Japan
2003,0,Malaysia
2003,0,New Zealand
2003,0,Pakistan
2003,0,Philippines
2003,0,Singapore
2003,0.007752,South Korea
2003,0.002403992,Sri Lanka
2003,0.000461,Taiwan
2003,0,Thailand
2003,0,Vietnam
2004,0.014263158,Canada
2004,0.009,Mexico
2004,0.698132438,US
2004,7.00E-05,Argentina
2004,0,Brazil
2004,0,Chile
2004,0.007951726,Colombia
2004,0,Ecuador
2004,0,Peru
2004,0.0022,Trinidad and Tobago
2004,0,Venezuela
2004,0.018,Austria
2004,0.001,Belgium
2004,0,Bulgaria
2004,0,Croatia
2004,0.0004,Cyprus
2004,0.0001,Czech Republic
2004,0.001838889,Denmark
2004,0,Estonia
2004,0.0024,Finland
2004,0.008447984,France
2004,0.557,Germany
2004,0.001,Greece
2004,0,Hungary
2004,0,Iceland
2004,0,Ireland
2004,0.029,Italy
2004,0,Latvia
2004,0,Lithuania
2004,0.009199,Luxembourg
2004,0.03314,Netherlands
2004,0,North Macedonia
2004,0.0062,Norway
2004,0,Poland
2004,0.0029,Portugal
2004,0,Romania
2004,0,Slovakia
2004,0,Slovenia
2004,0.056,Spain
2004,0.002,Sweden
2004,0.018,Switzerland
2004,0,Turkey
2004,0,Ukraine
2004,0.004,United Kingdom
2004,0,Azerbaijan
2004,0,Belarus
2004,0,Kazakhstan
2004,0,Russian Federation
2004,0,Turkmenistan
2004,,USSR
2004,0,Uzbekistan
2004,0,Iran
2004,0,Iraq
2004,0,Israel
2004,0,Kuwait
2004,0,Oman
2004,0,Qatar
2004,0,Saudi Arabia
2004,0,United Arab Emirates
2004,0,Algeria
2004,0.001,Egypt
2004,0.00010101,Morocco
2004,0.0155,South Africa
2004,0.0132,Eastern Africa
2004,0.07295,Australia
2004,0.0019,Bangladesh
2004,0.076,China
2004,0,Hong Kong SAR
2004,0.018181818,India
2004,0,Indonesia
2004,1.271622123,Japan
2004,0,Malaysia
2004,0,New Zealand
2004,0,Pakistan
2004,0,Philippines
2004,0,Singapore
2004,0.009872,South Korea
2004,0.003539072,Sri Lanka
2004,0.000584,Taiwan
2004,0,Thailand
2004,0,Vietnam
2005,0.018473684,Canada
2005,0.009,Mexico
2005,0.748900634,US
2005,8.10E-05,Argentina
2005,0,Brazil
2005,0,Chile
2005,0.00953125,Colombia
2005,1.24E-05,Ecuador
2005,0,Peru
2005,0.0023,Trinidad and Tobago
2005,0,Venezuela
2005,0.021018375,Austria
2005,0.001,Belgium
2005,0,Bulgaria
2005,0,Croatia
2005,0.000566,Cyprus
2005,6.80E-05,Czech Republic
2005,0.002161111,Denmark
2005,0,Estonia
2005,0.0026,Finland
2005,0.01050076,France
2005,1.282,Germany
2005,0.001,Greece
2005,0,Hungary
2005,0,Iceland
2005,0,Ireland
2005,0.031,Italy
2005,0,Latvia
2005,0,Lithuania
2005,0.017698,Luxembourg
2005,0.034199,Netherlands
2005,0,North Macedonia
2005,0.0062,Norway
2005,0,Poland
2005,0.0038,Portugal
2005,0,Romania
2005,0,Slovakia
2005,0,Slovenia
2005,0.041,Spain
2005,0.002,Sweden
2005,0.021,Switzerland
2005,0,Turkey
2005,0,Ukraine
2005,0.008,United Kingdom
2005,0,Azerbaijan
2005,0,Belarus
2005,0,Kazakhstan
2005,0,Russian Federation
2005,0,Turkmenistan
2005,,USSR
2005,0,Uzbekistan
2005,0,Iran
2005,0,Iraq
2005,0,Israel
2005,0,Kuwait
2005,0,Oman
2005,0,Qatar
2005,0,Saudi Arabia
2005,0,United Arab Emirates
2005,0,Algeria
2005,0.001,Egypt
2005,0.00010101,Morocco
2005,0.017,South Africa
2005,0.0143,Eastern Africa
2005,0.08405,Australia
2005,0.0034,Bangladesh
2005,0.084,China
2005,0,Hong Kong SAR
2005,0.018181818,India
2005,0,Indonesia
2005,1.630088373,Japan
2005,0,Malaysia
2005,0,New Zealand
2005,0,Pakistan
2005,0.001517,Philippines
2005,0,Singapore
2005,0.014399,South Korea
2005,0.004615336,Sri Lanka
2005,0.00096,Taiwan
2005,0,Thailand
2005,0,Vietnam
2006,0.022684211,Canada
2006,0.01,Mexico
2006,0.824432129,US
2006,9.00E-05,Argentina
2006,0,Brazil
2006,0,Chile
2006,0,Colombia
2006,1.49E-05,Ecuador
2006,0,Peru
2006,0.0027,Trinidad and Tobago
2006,0,Venezuela
2006,0.022386875,Austria
2006,0.002,Belgium
2006,0,Bulgaria
2006,0,Croatia
2006,0.001002,Cyprus
2006,0.00017,Czech Republic
2006,0.002213889,Denmark
2006,0,Estonia
2006,0.0034,Finland
2006,0.01190605,France
2006,2.22,Germany
2006,0.001,Greece
2006,0,Hungary
2006,0,Iceland
2006,0,Ireland
2006,0.035,Italy
2006,0,Latvia
2006,0,Lithuania
2006,0.021114,Luxembourg
2006,0.035223,Netherlands
2006,0,North Macedonia
2006,0.0071,Norway
2006,0,Poland
2006,0.005,Portugal
2006,0,Romania
2006,0,Slovakia
2006,0,Slovenia
2006,0.119,Spain
2006,0.002,Sweden
2006,0.024,Switzerland
2006,0,Turkey
2006,0,Ukraine
2006,0.011,United Kingdom
2006,0,Azerbaijan
2006,0,Belarus
2006,0,Kazakhstan
2006,0,Russian Federation
2006,0,Turkmenistan
2006,,USSR
2006,0,Uzbekistan
2006,0.0001,Iran
2006,0,Iraq
2006,0,Israel
2006,0,Kuwait
2006,0,Oman
2006,0,Qatar
2006,0,Saudi Arabia
2006,0,United Arab Emirates
2006,0,Algeria
2006,0.001,Egypt
2006,0.00010101,Morocco
2006,0.0186,South Africa
2006,0.0182,Eastern Africa
2006,0.0975,Australia
2006,0.0054,Bangladesh
2006,0.095,China
2006,0,Hong Kong SAR
2006,0.0072,India
2006,0,Indonesia
2006,1.99563,Japan
2006,0,Malaysia
2006,0,New Zealand
2006,0,Pakistan
2006,0.001376,Philippines
2006,0,Singapore
2006,0.031022,South Korea
2006,0.00538678,Sri Lanka
2006,0.001457,Taiwan
2006,0.0365,Thailand
2006,0,Vietnam
2007,0.028947368,Canada
2007,0.009,Mexico
2007,1.095410499,US
2007,0.0001089,Argentina
2007,0,Brazil
2007,0,Chile
2007,0,Colombia
2007,1.82E-05,Ecuador
2007,0,Peru
2007,0.0029,Trinidad and Tobago
2007,0,Venezuela
2007,0.024238375,Austria
2007,0.006,Belgium
2007,0,Bulgaria
2007,0,Croatia
2007,0.001733,Cyprus
2007,0.001754,Czech Republic
2007,0.002494444,Denmark
2007,0,Estonia
2007,0.0038,Finland
2007,0.018,France
2007,3.075,Germany
2007,0.001,Greece
2007,0,Hungary
2007,0,Iceland
2007,0,Ireland
2007,0.039,Italy
2007,0,Latvia
2007,0,Lithuania
2007,0.020901,Luxembourg
2007,0.035712,Netherlands
2007,0,North Macedonia
2007,0.0071,Norway
2007,0,Poland
2007,0.024,Portugal
2007,0,Romania
2007,0,Slovakia
2007,0,Slovenia
2007,0.508,Spain
2007,0.003,Sweden
2007,0.029,Switzerland
2007,0,Turkey
2007,0,Ukraine
2007,0.014,United Kingdom
2007,0,Azerbaijan
2007,0,Belarus
2007,0,Kazakhstan
2007,0,Russian Federation
2007,0,Turkmenistan
2007,,USSR
2007,0,Uzbekistan
2007,0.0001,Iran
2007,0,Iraq
2007,0,Israel
2007,0,Kuwait
2007,0,Oman
2007,0,Qatar
2007,0,Saudi Arabia
2007,0,United Arab Emirates
2007,0,Algeria
2007,0.0012,Egypt
2007,0.00010101,Morocco
2007,0.0201,South Africa
2007,0.022824283,Eastern Africa
2007,0.11375,Australia
2007,0.009,Bangladesh
2007,0.114,China
2007,0,Hong Kong SAR
2007,0.059,India
2007,0,Indonesia
2007,2.3124675,Japan
2007,1.01E-05,Malaysia
2007,0.003405895,New Zealand
2007,0.0002,Pakistan
2007,0.001309,Philippines
2007,0,Singapore
2007,0.071279,South Korea
2007,0.00597646,Sri Lanka
2007,0.00218,Taiwan
2007,0.0388,Thailand
2007,0,Vietnam
2008,0.035421053,Canada
2008,0.019,Mexico
2008,1.633062564,US
2008,0.0001437,Argentina
2008,0,Brazil
2008,0,Chile
2008,0,Colombia
2008,2.67E-05,Ecuador
2008,0,Peru
2008,0.0031,Trinidad and Tobago
2008,0,Venezuela
2008,0.03011991,Austria
2008,0.042,Belgium
2008,0,Bulgaria
2008,0,Croatia
2008,0.003,Cyprus
2008,0.012937,Czech Republic
2008,0.002622222,Denmark
2008,0,Estonia
2008,0.0039,Finland
2008,0.042,France
2008,4.42,Germany
2008,0.005,Greece
2008,0.001,Hungary
2008,0,Iceland
2008,0,Ireland
2008,0.193,Italy
2008,0,Latvia
2008,0,Lithuania
2008,0.020031,Luxembourg
2008,0.038889,Netherlands
2008,0,North Macedonia
2008,0.0074,Norway
2008,0,Poland
2008,0.041,Portugal
2008,0,Romania
2008,0,Slovakia
2008,0.001,Slovenia
2008,2.578,Spain
2008,0.004,Sweden
2008,0.037,Switzerland
2008,0,Turkey
2008,0,Ukraine
2008,0.017,United Kingdom
2008,0,Azerbaijan
2008,0,Belarus
2008,0,Kazakhstan
2008,0,Russian Federation
2008,0,Turkmenistan
2008,,USSR
2008,0,Uzbekistan
2008,0.0002,Iran
2008,0,Iraq
2008,0,Israel
2008,0,Kuwait
2008,0,Oman
2008,0,Qatar
2008,0.0006,Saudi Arabia
2008,0,United Arab Emirates
2008,0,Algeria
2008,0.0015,Egypt
2008,0.00010101,Morocco
2008,0.0217,South Africa
2008,0.031416192,Eastern Africa
2008,0.1392,Australia
2008,0.0152,Bangladesh
2008,0.152,China
2008,0,Hong Kong SAR
2008,0.063,India
2008,0.0001,Indonesia
2008,2.593971257,Japan
2008,1.01E-05,Malaysia
2008,0.003455616,New Zealand
2008,0.0016,Pakistan
2008,0.001304,Philippines
2008,0.0005,Singapore
2008,0.284315,South Korea
2008,0.006375132,Sri Lanka
2008,0.004569429,Taiwan
2008,0.0389,Thailand
2008,0,Vietnam
2009,0.1093,Canada
2009,0.027,Mexico
2009,2.075960394,US
2009,7.61E-05,Argentina
2009,0,Brazil
2009,0,Chile
2009,0,Colombia
2009,7.88E-06,Ecuador
2009,0,Peru
2009,0.0035,Trinidad and Tobago
2009,0,Venezuela
2009,0.04891428,Austria
2009,0.166,Belgium
2009,0.003,Bulgaria
2009,1.65E-05,Croatia
2009,0.004,Cyprus
2009,0.088807,Czech Republic
2009,0.00375,Denmark
2009,0.0001,Estonia
2009,0.0043,Finland
2009,0.174,France
2009,6.583,Germany
2009,0.05,Greece
2009,0.001,Hungary
2009,0,Iceland
2009,0.000424236,Ireland
2009,0.677,Italy
2009,0,Latvia
2009,0,Lithuania
2009,0.020316,Luxembourg
2009,0.044444,Netherlands
2009,0,North Macedonia
2009,0.0077,Norway
2009,0,Poland
2009,0.16,Portugal
2009,0.001010101,Romania
2009,0,Slovakia
2009,0.004,Slovenia
2009,6.066934673,Spain
2009,0.007,Sweden
2009,0.054,Switzerland
2009,0,Turkey
2009,0,Ukraine
2009,0.020000206,United Kingdom
2009,0,Azerbaijan
2009,0,Belarus
2009,0,Kazakhstan
2009,0,Russian Federation
2009,0,Turkmenistan
2009,,USSR
2009,0,Uzbekistan
2009,0.0003,Iran
2009,0,Iraq
2009,0.024,Israel
2009,0,Kuwait
2009,0,Oman
2009,0,Qatar
2009,0.0006,Saudi Arabia
2009,0.0169,United Arab Emirates
2009,0,Algeria
2009,0.0022,Egypt
2009,0.00010101,Morocco
2009,0.0233,South Africa
2009,0.045168917,Eastern Africa
2009,0.29024203,Australia
2009,0.0251,Bangladesh
2009,0.279,China
2009,0,Hong Kong SAR
2009,0.075,India
2009,0.0001,Indonesia
2009,3.045512507,Japan
2009,1.01E-05,Malaysia
2009,0.003589863,New Zealand
2009,0.0053,Pakistan
2009,0.001252,Philippines
2009,0.0023,Singapore
2009,0.566191,South Korea
2009,0.006787804,Sri Lanka
2009,0.009210663,Taiwan
2009,0.0444,Thailand
2009,0,Vietnam
2010,0.2542,Canada
2010,0.031,Mexico
2010,3.013036421,US
2010,8.59E-05,Argentina
2010,0,Brazil
2010,0,Chile
2010,0,Colombia
2010,0,Ecuador
2010,0,Peru
2010,0.004,Trinidad and Tobago
2010,0.00246,Venezuela
2010,0.08881314,Austria
2010,0.56,Belgium
2010,0.015,Bulgaria
2010,1.65E-05,Croatia
2010,0.007,Cyprus
2010,0.615702,Czech Republic
2010,0.006161111,Denmark
2010,0.0001,Estonia
2010,0.0047,Finland
2010,0.62,France
2010,11.729,Germany
2010,0.158,Greece
2010,0.001,Hungary
2010,0,Iceland
2010,0.000476107,Ireland
2010,1.9057,Italy
2010,0,Latvia
2010,0,Lithuania
2010,0.021148,Luxembourg
2010,0.059444,Netherlands
2010,2.60E-05,North Macedonia
2010,0.0081,Norway
2010,0,Poland
2010,0.215,Portugal
2010,0.002020202,Romania
2010,0.017,Slovakia
2010,0.013,Slovenia
2010,7.064428643,Spain
2010,0.009,Sweden
2010,0.094,Switzerland
2010,0.0024,Turkey
2010,0,Ukraine
2010,0.0402771,United Kingdom
2010,0,Azerbaijan
2010,0,Belarus
2010,0,Kazakhstan
2010,0,Russian Federation
2010,0.0001595,Turkmenistan
2010,,USSR
2010,0,Uzbekistan
2010,0.0007,Iran
2010,0,Iraq
2010,0.07,Israel
2010,0,Kuwait
2010,0,Oman
2010,0,Qatar
2010,0.0041,Saudi Arabia
2010,0.0181,United Arab Emirates
2010,0.0091,Algeria
2010,0.0252,Egypt
2010,0.00010101,Morocco
2010,0.0276,South Africa
2010,0.112431865,Eastern Africa
2010,0.97764828,Australia
2010,0.0443,Bangladesh
2010,0.701,China
2010,0.00035,Hong Kong SAR
2010,0.113,India
2010,0.00052,Indonesia
2010,3.98137875,Japan
2010,1.01E-05,Malaysia
2010,0.003828524,New Zealand
2010,0.0134,Pakistan
2010,0.001254,Philippines
2010,0.0046,Singapore
2010,0.772801,South Korea
2010,0.007195476,Sri Lanka
2010,0.025587215,Taiwan
2010,0.0583,Thailand
2010,0,Vietnam
2011,0.5716,Canada
2011,0.041,Mexico
2011,4.738904128,US
2011,0.001614,Argentina
2011,0,Brazil
2011,0,Chile
2011,0,Colombia
2011,5.81E-05,Ecuador
2011,0,Peru
2011,0.004,Trinidad and Tobago
2011,0.00298,Venezuela
2011,0.17406996,Austria
2011,1.169,Belgium
2011,0.101,Bulgaria
2011,1.65E-05,Croatia
2011,0.012,Cyprus
2011,2.118,Czech Republic
2011,0.015130556,Denmark
2011,0.0002,Estonia
2011,0.0053,Finland
2011,2.078,France
2011,19.599,Germany
2011,0.61,Greece
2011,0.001,Hungary
2011,0,Iceland
2011,0.000542081,Ireland
2011,10.7957,Italy
2011,0.0002,Latvia
2011,0.0001,Lithuania
2011,0.025744,Luxembourg
2011,0.100344,Netherlands
2011,0.001173,North Macedonia
2011,0.0085,Norway
2011,0.0002,Poland
2011,0.282,Portugal
2011,0.001,Romania
2011,0.397,Slovakia
2011,0.066,Slovenia
2011,8.679536284,Spain
2011,0.013,Sweden
2011,0.168,Switzerland
2011,0.002861538,Turkey
2011,0.03,Ukraine
2011,0.24366343,United Kingdom
2011,0,Azerbaijan
2011,0,Belarus
2011,0,Kazakhstan
2011,0.0012,Russian Federation
2011,0.00045675,Turkmenistan
2011,,USSR
2011,0,Uzbekistan
2011,0.0007,Iran
2011,0,Iraq
2011,0.192,Israel
2011,0,Kuwait
2011,0,Oman
2011,0.0011,Qatar
2011,0.005,Saudi Arabia
2011,0.0212,United Arab Emirates
2011,0.01811875,Algeria
2011,0.0936,Egypt
2011,0.00010101,Morocco
2011,0.0803,South Africa
2011,0.194606791,Eastern Africa
2011,2.04454657,Australia
2011,0.0584,Bangladesh
2011,2.61,China
2011,0.000691,Hong Kong SAR
2011,0.827,India
2011,0.00077,Indonesia
2011,5.43915,Japan
2011,1.01E-05,Malaysia
2011,0.00412685,New Zealand
2011,0.0268,Pakistan
2011,0.001212,Philippines
2011,0.0071,Singapore
2011,0.917198,South Korea
2011,0.008714148,Sri Lanka
2011,0.070266324,Taiwan
2011,0.0944,Thailand
2011,0,Vietnam
2012,0.881,Canada
2012,0.069,Mexico
2012,9.037013756,US
2012,0.008172967,Argentina
2012,0.00098,Brazil
2012,0.00034039,Chile
2012,0,Colombia
2012,0.00032566,Ecuador
2012,0.0597,Peru
2012,0.004,Trinidad and Tobago
2012,0.00522,Venezuela
2012,0.33748305,Austria
2012,2.148,Belgium
2012,0.814,Bulgaria
2012,0.002,Croatia
2012,0.022,Cyprus
2012,2.1731,Czech Republic
2012,0.103861111,Denmark
2012,0.0003,Estonia
2012,0.0057,Finland
2012,4.016,France
2012,26.38,Germany
2012,1.694,Greece
2012,0.008,Hungary
2012,0,Iceland
2012,0.000645929,Ireland
2012,18.8617,Italy
2012,0.0002,Latvia
2012,0.0023,Lithuania
2012,0.038277,Luxembourg
2012,0.253753,Netherlands
2012,0.002836,North Macedonia
2012,0.0089,Norway
2012,0.0011,Poland
2012,0.393,Portugal
2012,0.008,Romania
2012,0.424,Slovakia
2012,0.163,Slovenia
2012,11.96590945,Spain
2012,0.019,Sweden
2012,0.299,Switzerland
2012,0.004257787,Turkey
2012,0.333,Ukraine
2012,1.353763587,United Kingdom
2012,0,Azerbaijan
2012,0,Belarus
2012,2.10E-05,Kazakhstan
2012,0.004211507,Russian Federation
2012,0.000981432,Turkmenistan
2012,,USSR
2012,0,Uzbekistan
2012,0.0007,Iran
2012,0,Iraq
2012,0.369,Israel
2012,0,Kuwait
2012,0,Oman
2012,0.0011,Qatar
2012,0.0236,Saudi Arabia
2012,0.0241,United Arab Emirates
2012,0.026723014,Algeria
2012,0.0581,Egypt
2012,0.000101283,Morocco
2012,0.086,South Africa
2012,0.267353864,Eastern Africa
2012,2.412,Australia
2012,0.0909,Bangladesh
2012,3.5945099,China
2012,0.000854,Hong Kong SAR
2012,2.099,India
2012,0.00301,Indonesia
2012,7.371902764,Japan
2012,0.047,Malaysia
2012,0.004822946,New Zealand
2012,0.0657,Pakistan
2012,0.00132,Philippines
2012,0.0122,Singapore
2012,1.103227,South Korea
2012,0.01000782,Sri Lanka
2012,0.173077793,Taiwan
2012,0.4985,Thailand
2012,0,Vietnam
2013,1.4988,Canada
2013,0.106,Mexico
2013,16.03969548,US
2013,0.015074079,Argentina
2013,0.004793593,Brazil
2013,0.00675656,Chile
2013,0,Colombia
2013,0.003663607,Ecuador
2013,0.1969,Peru
2013,0.004,Trinidad and Tobago
2013,0.005347317,Venezuela
