Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/1984,1.016,Norway
1,01/01/1984,8.800644884,Poland
1,01/01/1984,0,Portugal
1,01/01/1984,30.201159759,Romania
1,01/01/1984,2.928546862,Slovakia
1,01/01/1984,0,Slovenia
1,01/01/1984,1.940103181,Spain
1,01/01/1984,0,Sweden
1,01/01/1984,1.089638865,Switzerland
1,01/01/1984,0.031285469,Turkey
1,01/01/1984,0,Ukraine
1,01/01/1984,43.351,United Kingdom
1,01/01/1984,,Azerbaijan
1,01/01/1984,,Belarus
1,01/01/1984,,Kazakhstan
1,01/01/1984,,Russian Federation
1,01/01/1984,,Turkmenistan
1,01/01/1984,433.635280942,USSR
1,01/01/1984,,Uzbekistan
1,01/01/1984,7.720439854,Iran
1,01/01/1984,0.48194325,Iraq
1,01/01/1984,0.046230301,Israel
1,01/01/1984,3.574548581,Kuwait
1,01/01/1984,1.118357696,Oman
1,01/01/1984,5.277343078,Qatar
1,01/01/1984,14.86672399,Saudi Arabia
1,01/01/1984,6.857695615,United Arab Emirates
1,01/01/1984,13.349204643,Algeria
1,01/01/1984,3.326956148,Egypt
1,01/01/1984,0.069714,Morocco
1,01/01/1984,0.183599021,South Africa
1,01/01/1984,0.000343938,Eastern Africa
1,01/01/1984,10.775345122,Australia
1,01/01/1984,1.951905671,Bangladesh
1,01/01/1984,10.771949938,China
1,01/01/1984,0,China Hong Kong SAR
1,01/01/1984,3.038744089,India
1,01/01/1984,9.120163371,Indonesia
1,01/01/1984,32.156572622,Japan
1,01/01/1984,4.112,Malaysia
1,01/01/1984,2.247355284,New Zealand
1,01/01/1984,6.203267412,Pakistan
1,01/01/1984,0,Philippines
1,01/01/1984,0,Singapore
1,01/01/1984,0,South Korea
1,01/01/1984,0,Sri Lanka
1,01/01/1984,1.1988,Taiwan
1,01/01/1984,2.123,Thailand
1,01/01/1984,0.047295787,Vietnam
1,01/01/1985,48.804855116,Canada
1,01/01/1985,23.6696912,Mexico
1,01/01/1985,401.508217882,US
1,01/01/1985,13.38755374,Argentina
1,01/01/1985,2.213199115,Brazil
1,01/01/1985,0.679963457,Chile
1,01/01/1985,3.13260963,Colombia
1,01/01/1985,0.16,Ecuador
1,01/01/1985,0.45683577,Peru
1,01/01/1985,3.624419604,Trinidad & Tobago
1,01/01/1985,16.53594583,Venezuela
1,01/01/1985,4.642442352,Austria
1,01/01/1985,7.382975064,Belgium
1,01/01/1985,4.613757524,Bulgaria
1,01/01/1985,0,Croatia
1,01/01/1985,0,Cyprus
1,01/01/1985,4.218701634,Czech Republic
1,01/01/1985,0.577274291,Denmark
1,01/01/1985,0.901653828,Estonia
1,01/01/1985,0.814751123,Finland
1,01/01/1985,24.573646,France
1,01/01/1985,49.999262598,Germany
1,01/01/1985,0.071474635,Greece
1,01/01/1985,8.827815993,Hungary
1,01/01/1985,0,Iceland
1,01/01/1985,1.805825451,Ireland
1,01/01/1985,26.818637145,Italy
1,01/01/1985,1.814700394,Latvia
1,01/01/1985,3.507471863,Lithuania
1,01/01/1985,0.275995013,Luxembourg
1,01/01/1985,32.960733735,Netherlands
1,01/01/1985,0,North Macedonia
1,01/01/1985,1.071,Norway
1,01/01/1985,8.925902837,Poland
1,01/01/1985,0,Portugal
1,01/01/1985,28.081599549,Romania
1,01/01/1985,3.009286328,Slovakia
1,01/01/1985,0,Slovenia
1,01/01/1985,2.058211522,Spain
1,01/01/1985,0.088134136,Sweden
1,01/01/1985,1.140799656,Switzerland
1,01/01/1985,0.040341788,Turkey
1,01/01/1985,73.079531033,Ukraine
1,01/01/1985,46.623,United Kingdom
1,01/01/1985,11.401523625,Azerbaijan
1,01/01/1985,7.44039886,Belarus
1,01/01/1985,7.758705933,Kazakhstan
1,01/01/1985,306.177806687,Russian Federation
1,01/01/1985,7.029319285,Turkmenistan
1,01/01/1985,,USSR
1,01/01/1985,26.773747835,Uzbekistan
1,01/01/1985,8.328837555,Iran
1,01/01/1985,0.694325021,Iraq
1,01/01/1985,0.043502643,Israel
1,01/01/1985,3.430782459,Kuwait
1,01/01/1985,1.423880052,Oman
1,01/01/1985,4.859071367,Qatar
1,01/01/1985,15.35683577,Saudi Arabia
1,01/01/1985,8.484092863,United Arab Emirates
1,01/01/1985,13.225064488,Algeria
1,01/01/1985,4.080073087,Egypt
1,01/01/1985,0.078782,Morocco
1,01/01/1985,0.173345863,South Africa
1,01/01/1985,0.000322442,Eastern Africa
1,01/01/1985,11.517852395,Australia
1,01/01/1985,2.216721784,Bangladesh
1,01/01/1985,11.205254441,China
1,01/01/1985,0,China Hong Kong SAR
1,01/01/1985,3.716963134,India
1,01/01/1985,10.787102322,Indonesia
1,01/01/1985,34.445199763,Japan
1,01/01/1985,3.971,Malaysia
1,01/01/1985,2.865188172,New Zealand
1,01/01/1985,6.33250215,Pakistan
1,01/01/1985,0,Philippines
1,01/01/1985,0,Singapore
1,01/01/1985,0,South Korea
1,01/01/1985,0,Sri Lanka
1,01/01/1985,1.07469,Taiwan
1,01/01/1985,2.791,Thailand
1,01/01/1985,0.029456148,Vietnam
1,01/01/1986,46.969388435,Canada
1,01/01/1986,21.059470911,Mexico
1,01/01/1986,376.285805915,US
1,01/01/1986,14.466251075,Argentina
1,01/01/1986,2.578433628,Brazil
1,01/01/1986,0.621969046,Chile
1,01/01/1986,3.187510748,Colombia
1,01/01/1986,0.159,Ecuador
1,01/01/1986,0.484560404,Peru
1,01/01/1986,3.708899398,Trinidad & Tobago
1,01/01/1986,18.204763543,Venezuela
1,01/01/1986,4.507417458,Austria
1,01/01/1986,6.628976784,Belgium
1,01/01/1986,4.581728289,Bulgaria
1,01/01/1986,0,Croatia
1,01/01/1986,0,Cyprus
1,01/01/1986,4.457953568,Czech Republic
1,01/01/1986,1.02905417,Denmark
1,01/01/1986,0.819463362,Estonia
1,01/01/1986,0.986433553,Finland
1,01/01/1986,24.713263,France
1,01/01/1986,49.853892263,Germany
1,01/01/1986,0.097914875,Greece
1,01/01/1986,9.363907997,Hungary
1,01/01/1986,0,Iceland
1,01/01/1986,1.273677988,Ireland
1,01/01/1986,28.355674979,Italy
1,01/01/1986,1.897704628,Latvia
1,01/01/1986,3.514914774,Lithuania
1,01/01/1986,0.269722399,Luxembourg
1,01/01/1986,32.865195376,Netherlands
1,01/01/1986,0,North Macedonia
1,01/01/1986,1.18,Norway
1,01/01/1986,9.459780739,Poland
1,01/01/1986,0,Portugal
1,01/01/1986,28.585955116,Romania
1,01/01/1986,3.223043852,Slovakia
1,01/01/1986,0,Slovenia
1,01/01/1986,2.424694755,Spain
1,01/01/1986,0.195657782,Sweden
1,01/01/1986,1.168314703,Switzerland
1,01/01/1986,0.344140155,Turkey
1,01/01/1986,77.125173639,Ukraine
1,01/01/1986,47.399,United Kingdom
1,01/01/1986,12.668173298,Azerbaijan
1,01/01/1986,7.582864308,Belarus
1,01/01/1986,9.394325021,Kazakhstan
1,01/01/1986,309.728562384,Russian Federation
1,01/01/1986,11.386227765,Turkmenistan
1,01/01/1986,,USSR
1,01/01/1986,25.810247715,Uzbekistan
1,01/01/1986,8.001268021,Iran
1,01/01/1986,1.266122098,Iraq
1,01/01/1986,0.032615326,Israel
1,01/01/1986,4.680567498,Kuwait
1,01/01/1986,1.664570077,Oman
1,01/01/1986,5.161650903,Qatar
1,01/01/1986,20.584694755,Saudi Arabia
1,01/01/1986,10.303310404,United Arab Emirates
1,01/01/1986,14.483018057,Algeria
1,01/01/1986,4.700773861,Egypt
1,01/01/1986,0.076268,Morocco
1,01/01/1986,0.181874958,South Africa
1,01/01/1986,0.000214961,Eastern Africa
1,01/01/1986,12.582053418,Australia
1,01/01/1986,2.499582889,Bangladesh
1,01/01/1986,11.924539915,China
1,01/01/1986,0,China Hong Kong SAR
1,01/01/1986,5.193486135,India
1,01/01/1986,11.633662941,Indonesia
1,01/01/1986,35.048849013,Japan
1,01/01/1986,6.162,Malaysia
1,01/01/1986,3.528225086,New Zealand
1,01/01/1986,6.792003439,Pakistan
1,01/01/1986,0,Philippines
1,01/01/1986,0,Singapore
1,01/01/1986,0.0612,South Korea
1,01/01/1986,0,Sri Lanka
1,01/01/1986,0.9792,Taiwan
1,01/01/1986,2.998497562,Thailand
1,01/01/1986,0.030700774,Vietnam
1,01/01/1987,47.538185727,Canada
1,01/01/1987,21.431060684,Mexico
1,01/01/1987,400.063957096,US
1,01/01/1987,14.47461307,Argentina
1,01/01/1987,2.878292035,Brazil
1,01/01/1987,0.603478074,Chile
1,01/01/1987,3.236134996,Colombia
1,01/01/1987,0.148,Ecuador
1,01/01/1987,0.481663801,Peru
1,01/01/1987,3.928933792,Trinidad & Tobago
1,01/01/1987,17.739957008,Venezuela
1,01/01/1987,4.702130544,Austria
1,01/01/1987,7.310103181,Belgium
1,01/01/1987,5.109458298,Bulgaria
1,01/01/1987,0,Croatia
1,01/01/1987,0,Cyprus
1,01/01/1987,4.862940671,Czech Republic
1,01/01/1987,1.306038263,Denmark
1,01/01/1987,0.887819789,Estonia
1,01/01/1987,1.304576287,Finland
1,01/01/1987,25.005675,France
1,01/01/1987,54.051333611,Germany
1,01/01/1987,0.11177988,Greece
1,01/01/1987,9.296324162,Hungary
1,01/01/1987,0,Iceland
1,01/01/1987,1.268712382,Ireland
1,01/01/1987,31.453568358,Italy
1,01/01/1987,1.973791841,Latvia
1,01/01/1987,3.671215908,Lithuania
1,01/01/1987,0.307358083,Luxembourg
1,01/01/1987,33.916117321,Netherlands
1,01/01/1987,0,North Macedonia
1,01/01/1987,1.299,Norway
1,01/01/1987,9.766401548,Poland
1,01/01/1987,0,Portugal
1,01/01/1987,28.071306578,Romania
1,01/01/1987,3.404256234,Slovakia
1,01/01/1987,0,Slovenia
1,01/01/1987,2.59577816,Spain
1,01/01/1987,0.280266552,Sweden
1,01/01/1987,1.252579536,Switzerland
1,01/01/1987,0.429763543,Turkey
1,01/01/1987,78.795430392,Ukraine
1,01/01/1987,48.681,United Kingdom
1,01/01/1987,12.511833018,Azerbaijan
1,01/01/1987,8.559195313,Belarus
1,01/01/1987,9.813714531,Kazakhstan
1,01/01/1987,327.598188115,Russian Federation
1,01/01/1987,11.310547435,Turkmenistan
1,01/01/1987,,USSR
1,01/01/1987,27.024388068,Uzbekistan
1,01/01/1987,9.795156447,Iran
1,01/01/1987,3.063198624,Iraq
1,01/01/1987,0.037161422,Israel
1,01/01/1987,3.90455718,Kuwait
1,01/01/1987,1.864739897,Oman
1,01/01/1987,4.992562339,Qatar
1,01/01/1987,21.891659501,Saudi Arabia
1,01/01/1987,11.753654342,United Arab Emirates
1,01/01/1987,14.814058469,Algeria
1,01/01/1987,5.19733448,Egypt
1,01/01/1987,0.061977,Morocco
1,01/01/1987,0.168255773,South Africa
1,01/01/1987,8.598452279e-05,Eastern Africa
1,01/01/1987,12.845622601,Australia
1,01/01/1987,2.936881002,Bangladesh
1,01/01/1987,12.037199086,China
1,01/01/1987,0,China Hong Kong SAR
1,01/01/1987,5.982545787,India
1,01/01/1987,12.035124678,Indonesia
1,01/01/1987,35.945439552,Japan
1,01/01/1987,6.147,Malaysia
1,01/01/1987,3.43335071,New Zealand
1,01/01/1987,7.273043852,Pakistan
1,01/01/1987,0,Philippines
1,01/01/1987,0,Singapore
1,01/01/1987,1.8936,South Korea
1,01/01/1987,0,Sri Lanka
1,01/01/1987,0.99040563,Taiwan
1,01/01/1987,4.157426067,Thailand
1,01/01/1987,0.030700774,Vietnam
1,01/01/1988,52.319440886,Canada
1,01/01/1988,21.805346101,Mexico
1,01/01/1988,418.402515178,US
1,01/01/1988,16.907953568,Argentina
1,01/01/1988,2.897469027,Brazil
1,01/01/1988,0.848063199,Chile
1,01/01/1988,3.248344798,Colombia
1,01/01/1988,0.173,Ecuador
1,01/01/1988,0.454352966,Peru
1,01/01/1988,4.522291488,Trinidad & Tobago
1,01/01/1988,18.160859845,Venezuela
1,01/01/1988,4.504301745,Austria
1,01/01/1988,7.214617369,Belgium
1,01/01/1988,4.963413586,Bulgaria
1,01/01/1988,0,Croatia
1,01/01/1988,0,Cyprus
1,01/01/1988,4.893916595,Czech Republic
1,01/01/1988,1.592882631,Denmark
1,01/01/1988,0.956176217,Estonia
1,01/01/1988,1.403267412,Finland
1,01/01/1988,24.880589,France
1,01/01/1988,53.211642027,Germany
1,01/01/1988,0.134071367,Greece
1,01/01/1988,9.195034394,Hungary
1,01/01/1988,0,Iceland
1,01/01/1988,1.521958298,Ireland
1,01/01/1988,34.122828891,Italy
1,01/01/1988,2.125559386,Latvia
1,01/01/1988,3.827517041,Lithuania
1,01/01/1988,0.31990331,Luxembourg
1,01/01/1988,30.667813127,Netherlands
1,01/01/1988,0,North Macedonia
1,01/01/1988,1.636,Norway
1,01/01/1988,9.698237317,Poland
1,01/01/1988,0,Portugal
1,01/01/1988,28.158400946,Romania
1,01/01/1988,3.350515907,Slovakia
1,01/01/1988,0,Slovenia
1,01/01/1988,3.349587274,Spain
1,01/01/1988,0.400128977,Sweden
1,01/01/1988,1.261392949,Switzerland
1,01/01/1988,0.976435942,Turkey
1,01/01/1988,83.502258679,Ukraine
1,01/01/1988,46.37,United Kingdom
1,01/01/1988,12.355492737,Azerbaijan
1,01/01/1988,9.910604842,Belarus
1,01/01/1988,10.233104041,Kazakhstan
1,01/01/1988,345.706100561,Russian Federation
1,01/01/1988,11.462314979,Turkmenistan
1,01/01/1988,,USSR
1,01/01/1988,26.644358883,Uzbekistan
1,01/01/1988,10.634108049,Iran
1,01/01/1988,4.574376612,Iraq
1,01/01/1988,0.034107378,Israel
1,01/01/1988,5.587274291,Kuwait
1,01/01/1988,1.876490757,Oman
1,01/01/1988,5.215047291,Qatar
1,01/01/1988,23.770421324,Saudi Arabia
1,01/01/1988,11.887790198,United Arab Emirates
1,01/01/1988,16.692712812,Algeria
1,01/01/1988,5.72699914,Egypt
1,01/01/1988,0.063331,Morocco
1,01/01/1988,0.169733541,South Africa
1,01/01/1988,0.000150473,Eastern Africa
1,01/01/1988,13.155064101,Australia
1,01/01/1988,3.456670506,Bangladesh
1,01/01/1988,12.357844418,China
1,01/01/1988,0,China Hong Kong SAR
1,01/01/1988,7.008158641,India
1,01/01/1988,12.776956148,Indonesia
1,01/01/1988,38.124681108,Japan
1,01/01/1988,6.271,Malaysia
1,01/01/1988,3.713292018,New Zealand
1,01/01/1988,7.711006019,Pakistan
1,01/01/1988,0,Philippines
1,01/01/1988,0,Singapore
1,01/01/1988,2.4462,South Korea
1,01/01/1988,0,Sri Lanka
1,01/01/1988,1.12969161,Taiwan
1,01/01/1988,4.906659864,Thailand
1,01/01/1988,0.023233018,Vietnam
1,01/01/1989,56.559007739,Canada
1,01/01/1989,21.321086567,Mexico
1,01/01/1989,444.558919194,US
1,01/01/1989,17.760877042,Argentina
1,01/01/1989,2.970690265,Brazil
1,01/01/1989,1.32294497,Chile
1,01/01/1989,3.100515907,Colombia
1,01/01/1989,0.137,Ecuador
1,01/01/1989,0.38524828,Peru
1,01/01/1989,4.530932932,Trinidad & Tobago
1,01/01/1989,18.647618229,Venezuela
1,01/01/1989,4.83747374,Austria
1,01/01/1989,8.017562339,Belgium
1,01/01/1989,5.109479794,Bulgaria
1,01/01/1989,0,Croatia
1,01/01/1989,0,Cyprus
1,01/01/1989,5.050537403,Czech Republic
1,01/01/1989,1.697760103,Denmark
1,01/01/1989,0.956176217,Estonia
1,01/01/1989,1.840068788,Finland
1,01/01/1989,24.346324,France
1,01/01/1989,54.458980495,Germany
1,01/01/1989,0.135210662,Greece
1,01/01/1989,9.367841788,Hungary
1,01/01/1989,0,Iceland
1,01/01/1989,1.725961952,Ireland
1,01/01/1989,36.911306965,Italy
1,01/01/1989,2.125559386,Latvia
1,01/01/1989,4.061968741,Lithuania
1,01/01/1989,0.363811608,Luxembourg
1,01/01/1989,31.456004586,Netherlands
1,01/01/1989,0,North Macedonia
1,01/01/1989,1.812,Norway
1,01/01/1989,9.520163371,Poland
1,01/01/1989,0,Portugal
1,01/01/1989,28.047553568,Romania
1,01/01/1989,3.788091144,Slovakia
1,01/01/1989,0,Slovenia
1,01/01/1989,4.29966466,Spain
1,01/01/1989,0.628396389,Sweden
1,01/01/1989,1.371883061,Switzerland
1,01/01/1989,2.595870593,Turkey
1,01/01/1989,84.412863944,Ukraine
1,01/01/1989,45.316,United Kingdom
1,01/01/1989,12.981273002,Azerbaijan
1,01/01/1989,10.437002598,Belarus
1,01/01/1989,10.568615649,Kazakhstan
1,01/01/1989,350.845748883,Russian Federation
1,01/01/1989,11.841937281,Turkmenistan
1,01/01/1989,,USSR
1,01/01/1989,28.162848091,Uzbekistan
1,01/01/1989,13.428061264,Iran
1,01/01/1989,5.268701634,Iraq
1,01/01/1989,0.03130978,Israel
1,01/01/1989,6.665520206,Kuwait
1,01/01/1989,1.947401118,Oman
1,01/01/1989,5.517626827,Qatar
1,01/01/1989,24.342218401,Saudi Arabia
1,01/01/1989,14.478288908,United Arab Emirates
1,01/01/1989,15.707867584,Algeria
1,01/01/1989,6.405631986,Egypt
1,01/01/1989,0.046784,Morocco
1,01/01/1989,0.17301747,South Africa
1,01/01/1989,0.000107481,Eastern Africa
1,01/01/1989,14.348722399,Australia
1,01/01/1989,3.654228014,Bangladesh
1,01/01/1989,13.041598923,China
1,01/01/1989,0,China Hong Kong SAR
1,01/01/1989,8.332295464,India
1,01/01/1989,14.304256234,Indonesia
1,01/01/1989,39.600997458,Japan
1,01/01/1989,7.181,Malaysia
1,01/01/1989,3.826038861,New Zealand
1,01/01/1989,8.220765262,Pakistan
1,01/01/1989,0,Philippines
1,01/01/1989,0,Singapore
1,01/01/1989,2.367,South Korea
1,01/01/1989,0,Sri Lanka
1,01/01/1989,1.13807187,Taiwan
1,01/01/1989,4.810473082,Thailand
1,01/01/1989,0.027381771,Vietnam
1,01/01/1990,54.824114574,Canada
1,01/01/1990,23.058914795,Mexico
1,01/01/1990,444.592348952,US
1,01/01/1990,16.966487532,Argentina
1,01/01/1990,2.704654841,Brazil
1,01/01/1990,1.42044282,Chile
1,01/01/1990,3.21749785,Colombia
1,01/01/1990,0.225,Ecuador
1,01/01/1990,0.36869626,Peru
1,01/01/1990,4.697656922,Trinidad & Tobago
1,01/01/1990,20.964492691,Venezuela
1,01/01/1990,5.325443108,Austria
1,01/01/1990,8.228589854,Belgium
1,01/01/1990,5.418529665,Bulgaria
1,01/01/1990,2.194561479,Croatia
1,01/01/1990,0,Cyprus
1,01/01/1990,5.247699914,Czech Republic
1,01/01/1990,1.809808684,Denmark
1,01/01/1990,1.222293876,Estonia
1,01/01/1990,2.167669819,Finland
1,01/01/1990,26.032115219,France
1,01/01/1990,54.762109487,Germany
1,01/01/1990,0.138134136,Greece
1,01/01/1990,8.913060094,Hungary
1,01/01/1990,0,Iceland
1,01/01/1990,1.877,Ireland
1,01/01/1990,39.059350817,Italy
1,01/01/1990,2.208563619,Latvia
1,01/01/1990,4.6788,Lithuania
1,01/01/1990,0.428329923,Luxembourg
1,01/01/1990,31.647081303,Netherlands
1,01/01/1990,0,North Macedonia
1,01/01/1990,1.919,Norway
1,01/01/1990,8.937747206,Poland
1,01/01/1990,0,Portugal
1,01/01/1990,28.838456578,Romania
1,01/01/1990,5.087962167,Slovakia
1,01/01/1990,0.767132416,Slovenia
1,01/01/1990,4.969423224,Spain
1,01/01/1990,0.576956148,Sweden
1,01/01/1990,1.468400688,Switzerland
1,01/01/1990,2.776996991,Turkey
1,01/01/1990,104.013255736,Ukraine
1,01/01/1990,47.183,United Kingdom
1,01/01/1990,13.239045851,Azerbaijan
1,01/01/1990,11.119951368,Belarus
1,01/01/1990,11.264802236,Kazakhstan
1,01/01/1990,356.143627151,Russian Federation
1,01/01/1990,7.978171599,Turkmenistan
1,01/01/1990,,USSR
1,01/01/1990,29.977548486,Uzbekistan
1,01/01/1990,19.603190894,Iran
1,01/01/1990,3.251074807,Iraq
1,01/01/1990,0.027090071,Israel
1,01/01/1990,3.422613929,Kuwait
1,01/01/1990,2.104619518,Oman
1,01/01/1990,5.606620808,Qatar
1,01/01/1990,27.380911436,Saudi Arabia
1,01/01/1990,14.176483233,United Arab Emirates
1,01/01/1990,16.775472915,Algeria
1,01/01/1990,6.678740327,Egypt
1,01/01/1990,0.043281,Morocco
1,01/01/1990,1.694649734,South Africa
1,01/01/1990,0.000128977,Eastern Africa
1,01/01/1990,14.424718587,Australia
1,01/01/1990,3.933105159,Bangladesh
1,01/01/1990,13.257384566,China
1,01/01/1990,0,China Hong Kong SAR
1,01/01/1990,9.967957868,India
1,01/01/1990,14.76614647,Indonesia
1,01/01/1990,43.263879002,Japan
1,01/01/1990,6.801,Malaysia
1,01/01/1990,3.807247292,New Zealand
1,01/01/1990,8.780782459,Pakistan
1,01/01/1990,0,Philippines
1,01/01/1990,0,Singapore
1,01/01/1990,2.7207,South Korea
1,01/01/1990,0,Sri Lanka
1,01/01/1990,1.82656125,Taiwan
1,01/01/1990,5.215178274,Thailand
1,01/01/1990,0.033190026,Vietnam
1,01/01/1991,55.202985168,Canada
1,01/01/1991,24.278688731,Mexico
1,01/01/1991,454.339844867,US
1,01/01/1991,17.275881341,Argentina
1,01/01/1991,2.811746133,Brazil
1,01/01/1991,1.6729,Chile
1,01/01/1991,3.31749785,Colombia
1,01/01/1991,0.276,Ecuador
1,01/01/1991,0.345937231,Peru
1,01/01/1991,4.759385608,Trinidad & Tobago
1,01/01/1991,20.9038865,Venezuela
1,01/01/1991,5.646104171,Austria
1,01/01/1991,8.777128117,Belgium
1,01/01/1991,4.57605331,Bulgaria
1,01/01/1991,2.032330181,Croatia
1,01/01/1991,0,Cyprus
1,01/01/1991,5.063607051,Czech Republic
1,01/01/1991,2.089064018,Denmark
1,01/01/1991,1.227333524,Estonia
1,01/01/1991,2.28460877,Finland
1,01/01/1991,28.51816423,France
1,01/01/1991,57.540221649,Germany
1,01/01/1991,0.136457438,Greece
1,01/01/1991,8.838301328,Hungary
1,01/01/1991,0,Iceland
1,01/01/1991,1.923,Ireland
1,01/01/1991,41.494582975,Italy
1,01/01/1991,2.125559386,Latvia
1,01/01/1991,4.8434,Lithuania
1,01/01/1991,0.445355589,Luxembourg
1,01/01/1991,35.313365816,Netherlands
1,01/01/1991,0,North Macedonia
1,01/01/1991,2.162,Norway
1,01/01/1991,8.334393809,Poland
1,01/01/1991,0,Portugal
1,01/01/1991,23.797570937,Romania
1,01/01/1991,4.52527945,Slovakia
1,01/01/1991,0.729320722,Slovenia
1,01/01/1991,5.598472572,Spain
1,01/01/1991,0.616401548,Sweden
1,01/01/1991,1.648323302,Switzerland
1,01/01/1991,3.401883061,Turkey
1,01/01/1991,98.83647701,Ukraine
1,01/01/1991,50.969,United Kingdom
1,01/01/1991,12.668173298,Azerbaijan
1,01/01/1991,11.637897784,Belarus
1,01/01/1991,11.826784179,Kazakhstan
1,01/01/1991,365.395370866,Russian Federation
1,01/01/1991,7.818673268,Turkmenistan
1,01/01/1991,,USSR
1,01/01/1991,30.212727147,Uzbekistan
1,01/01/1991,22.812586464,Iran
1,01/01/1991,1.421324162,Iraq
1,01/01/1991,0.022543974,Israel
1,01/01/1991,0.408426483,Kuwait
1,01/01/1991,2.133794067,Oman
1,01/01/1991,6.790240757,Qatar
1,01/01/1991,28.728718831,Saudi Arabia
1,01/01/1991,17.068787618,United Arab Emirates
1,01/01/1991,16.568572657,Algeria
1,01/01/1991,7.514617369,Egypt
1,01/01/1991,0.027701,Morocco
1,01/01/1991,1.7145039,South Africa
1,01/01/1991,0.000107481,Eastern Africa
1,01/01/1991,13.828117772,Australia
1,01/01/1991,4.050514781,Bangladesh
1,01/01/1991,13.423773495,China
1,01/01/1991,0,China Hong Kong SAR
1,01/01/1991,11.101291273,India
1,01/01/1991,16.99800552,Indonesia
1,01/01/1991,45.745018612,Japan
1,01/01/1991,10.112,Malaysia
1,01/01/1991,4.133011932,New Zealand
1,01/01/1991,9.484393809,Pakistan
1,01/01/1991,0,Philippines
1,01/01/1991,0,Singapore
1,01/01/1991,3.1518,South Korea
1,01/01/1991,0,Sri Lanka
1,01/01/1991,2.652674566,Taiwan
1,01/01/1991,6.456887387,Thailand
1,01/01/1991,0.059742046,Vietnam
1,01/01/1992,58.517079106,Canada
1,01/01/1992,24.281586699,Mexico
1,01/01/1992,469.777271509,US
1,01/01/1992,18.680696475,Argentina
1,01/01/1992,3.18521019,Brazil
1,01/01/1992,1.8712,Chile
1,01/01/1992,3.264466896,Colombia
1,01/01/1992,0.277,Ecuador
1,01/01/1992,0.312005589,Peru
1,01/01/1992,4.59914112,Trinidad & Tobago
1,01/01/1992,20.631874463,Venezuela
1,01/01/1992,5.54447413,Austria
1,01/01/1992,9.045679278,Belgium
1,01/01/1992,4.051698194,Bulgaria
1,01/01/1992,2.106663801,Croatia
1,01/01/1992,0,Cyprus
1,01/01/1992,5.799699054,Czech Republic
1,01/01/1992,2.196578782,Denmark
1,01/01/1992,0.717564727,Estonia
1,01/01/1992,2.372312984,Finland
1,01/01/1992,28.460017197,France
1,01/01/1992,56.88967708,Germany
1,01/01/1992,0.126096303,Greece
1,01/01/1992,7.769561479,Hungary
1,01/01/1992,0,Iceland
1,01/01/1992,1.902,Ireland
1,01/01/1992,41.11216681,Italy
1,01/01/1992,1.214140353,Latvia
1,01/01/1992,2.767,Lithuania
1,01/01/1992,0.464173431,Luxembourg
1,01/01/1992,34.386643737,Netherlands
1,01/01/1992,0,North Macedonia
1,01/01/1992,2.327,Norway
1,01/01/1992,7.762188306,Poland
1,01/01/1992,0,Portugal
1,01/01/1992,21.19477644,Romania
1,01/01/1992,4.977515047,Slovakia
1,01/01/1992,0.615799656,Slovenia
1,01/01/1992,5.85377604,Spain
1,01/01/1992,0.695743766,Sweden
1,01/01/1992,1.732588134,Switzerland
1,01/01/1992,3.722147463,Turkey
1,01/01/1992,84.260689516,Ukraine
1,01/01/1992,50.724,United Kingdom
1,01/01/1992,9.852371676,Azerbaijan
1,01/01/1992,13.514900179,Belarus
1,01/01/1992,12.162295787,Kazakhstan
1,01/01/1992,353.692946387,Russian Federation
1,01/01/1992,0,Turkmenistan
1,01/01/1992,,USSR
1,01/01/1992,30.364087807,Uzbekistan
1,01/01/1992,26.241002082,Iran
1,01/01/1992,1.854256234,Iraq
1,01/01/1992,0.01928011,Israel
1,01/01/1992,2.140154772,Kuwait
1,01/01/1992,2.332343078,Oman
1,01/01/1992,11.231040413,Qatar
1,01/01/1992,31.244625967,Saudi Arabia
1,01/01/1992,15.719045572,United Arab Emirates
1,01/01/1992,17.106513328,Algeria
1,01/01/1992,8.127042132,Egypt
1,01/01/1992,0.018202,Morocco
1,01/01/1992,1.583109901,South Africa
1,01/01/1992,0.000257954,Eastern Africa
1,01/01/1992,14.305208096,Australia
1,01/01/1992,4.41703903,Bangladesh
1,01/01/1992,13.683756196,China
1,01/01/1992,0,China Hong Kong SAR
1,01/01/1992,12.411598882,India
1,01/01/1992,18.537910286,Indonesia
1,01/01/1992,47.558763344,Japan
1,01/01/1992,10.989,Malaysia
1,01/01/1992,4.394564723,New Zealand
1,01/01/1992,9.304901118,Pakistan
1,01/01/1992,0,Philippines
1,01/01/1992,0.898538263,Singapore
1,01/01/1992,4.1229,South Korea
1,01/01/1992,0,Sri Lanka
1,01/01/1992,2.630550753,Taiwan
1,01/01/1992,7.000291047,Thailand
1,01/01/1992,0.174247635,Vietnam
1,01/01/1993,62.087848452,Canada
1,01/01/1993,24.35641318,Mexico
1,01/01/1993,481.463398534,US
1,01/01/1993,19.72594583,Argentina
1,01/01/1993,3.731266296,Brazil
1,01/01/1993,1.937578386,Chile
1,01/01/1993,3.389230439,Colombia
1,01/01/1993,0.319,Ecuador
1,01/01/1993,0.32855761,Peru
1,01/01/1993,5.161920709,Trinidad & Tobago
