Number of Records,Oil_Year,Oil_Value,Countries
1,01/01/1983,,Azerbaijan
1,01/01/1983,,Belarus
1,01/01/1983,,Kazakhstan
1,01/01/1983,,Russian Federation
1,01/01/1983,,Turkmenistan
1,01/01/1983,424.360987005,USSR
1,01/01/1983,,Uzbekistan
1,01/01/1983,37.668172275,Iran
1,01/01/1983,8.855902325,Iraq
1,01/01/1983,7.568487508,Israel
1,01/01/1983,7.295607624,Kuwait
1,01/01/1983,1.031937781,Oman
1,01/01/1983,1.22918329,Qatar
1,01/01/1983,41.834397216,Saudi Arabia
1,01/01/1983,6.334915711,United Arab Emirates
1,01/01/1983,7.299434317,Algeria
1,01/01/1983,19.293328103,Egypt
1,01/01/1983,4.58742259,Morocco
1,01/01/1983,13.745820579,South Africa
1,01/01/1983,8.829582002,Eastern Africa
1,01/01/1983,30.07942467,Australia
1,01/01/1983,1.50881296,Bangladesh
1,01/01/1983,83.569316465,China
1,01/01/1983,6.044430782,China Hong Kong SAR
1,01/01/1983,38.207475924,India
1,01/01/1983,21.738111756,Indonesia
1,01/01/1983,212.778416285,Japan
1,01/01/1983,9.957626329,Malaysia
1,01/01/1983,3.873614454,New Zealand
1,01/01/1983,6.650483305,Pakistan
1,01/01/1983,10.449234021,Philippines
1,01/01/1983,11.373485669,Singapore
1,01/01/1983,25.196136596,South Korea
1,01/01/1983,1.51445922,Sri Lanka
1,01/01/1983,16.225449818,Taiwan
1,01/01/1983,11.505460996,Thailand
1,01/01/1983,2.027523842,Vietnam
1,01/01/1984,73.880286758,Canada
1,01/01/1984,60.68193793,Mexico
1,01/01/1984,742.531309933,US
1,01/01/1984,21.151140179,Argentina
1,01/01/1984,54.00198794,Brazil
1,01/01/1984,4.877662702,Chile
1,01/01/1984,8.220537942,Colombia
1,01/01/1984,3.454202685,Ecuador
1,01/01/1984,6.13908319,Peru
1,01/01/1984,1.373111828,Trinidad & Tobago
1,01/01/1984,20.374310062,Venezuela
1,01/01/1984,10.042860251,Austria
1,01/01/1984,19.863463552,Belgium
1,01/01/1984,11.365342839,Bulgaria
1,01/01/1984,,Croatia
1,01/01/1984,1.084478838,Cyprus
1,01/01/1984,11.029946881,Czech Republic
1,01/01/1984,10.527610299,Denmark
1,01/01/1984,,Estonia
1,01/01/1984,10.898864001,Finland
1,01/01/1984,88.555960089,France
1,01/01/1984,127.047033606,Germany
1,01/01/1984,11.96586713,Greece
1,01/01/1984,10.420550683,Hungary
1,01/01/1984,0.54134733,Iceland
1,01/01/1984,4.059089233,Ireland
1,01/01/1984,86.422009602,Italy
1,01/01/1984,,Latvia
1,01/01/1984,,Lithuania
1,01/01/1984,1.012842099,Luxembourg
1,01/01/1984,30.009190103,Netherlands
1,01/01/1984,,North Macedonia
1,01/01/1984,8.785918315,Norway
1,01/01/1984,16.455325523,Poland
1,01/01/1984,9.613503855,Portugal
1,01/01/1984,14.247916906,Romania
1,01/01/1984,6.340875203,Slovakia
1,01/01/1984,,Slovenia
1,01/01/1984,46.017279999,Spain
1,01/01/1984,22.072754089,Sweden
1,01/01/1984,12.263828126,Switzerland
1,01/01/1984,17.337614264,Turkey
1,01/01/1984,,Ukraine
1,01/01/1984,92.247828867,United Kingdom
1,01/01/1984,,Azerbaijan
1,01/01/1984,,Belarus
1,01/01/1984,,Kazakhstan
1,01/01/1984,,Russian Federation
1,01/01/1984,,Turkmenistan
1,01/01/1984,424.422150084,USSR
1,01/01/1984,,Uzbekistan
1,01/01/1984,40.760495125,Iran
1,01/01/1984,9.667260827,Iraq
1,01/01/1984,7.052610705,Israel
1,01/01/1984,7.715970431,Kuwait
1,01/01/1984,1.67558854,Oman
1,01/01/1984,1.38200086,Qatar
1,01/01/1984,46.639987944,Saudi Arabia
1,01/01/1984,7.252251218,United Arab Emirates
1,01/01/1984,8.08271766,Algeria
1,01/01/1984,20.786151404,Egypt
1,01/01/1984,4.77071348,Morocco
1,01/01/1984,14.966171706,South Africa
1,01/01/1984,8.973030402,Eastern Africa
1,01/01/1984,31.510415447,Australia
1,01/01/1984,1.52038287,Bangladesh
1,01/01/1984,86.654883602,China
1,01/01/1984,5.601896221,China Hong Kong SAR
1,01/01/1984,41.020381007,India
1,01/01/1984,22.890360442,Indonesia
1,01/01/1984,225.157371692,Japan
1,01/01/1984,9.785624901,Malaysia
1,01/01/1984,3.927673899,New Zealand
1,01/01/1984,7.21157858,Pakistan
1,01/01/1984,8.553175982,Philippines
1,01/01/1984,11.955666117,Singapore
1,01/01/1984,25.304413132,South Korea
1,01/01/1984,1.275828485,Sri Lanka
1,01/01/1984,15.82303554,Taiwan
1,01/01/1984,11.990645314,Thailand
1,01/01/1984,1.98204715,Vietnam
1,01/01/1985,73.974593413,Canada
1,01/01/1985,63.196937673,Mexico
1,01/01/1985,739.474485068,US
1,01/01/1985,19.131873173,Argentina
1,01/01/1985,55.543356792,Brazil
1,01/01/1985,4.745875084,Chile
1,01/01/1985,8.53440626,Colombia
1,01/01/1985,4.247550062,Ecuador
1,01/01/1985,6.014004371,Peru
1,01/01/1985,1.452790628,Trinidad & Tobago
1,01/01/1985,20.843341774,Venezuela
1,01/01/1985,10.058978862,Austria
1,01/01/1985,20.161554409,Belgium
1,01/01/1985,10.502091597,Bulgaria
1,01/01/1985,,Croatia
1,01/01/1985,1.073412702,Cyprus
1,01/01/1985,10.82268384,Czech Republic
1,01/01/1985,10.849304672,Denmark
1,01/01/1985,3.477736473,Estonia
1,01/01/1985,11.011480892,Finland
1,01/01/1985,87.088778685,France
1,01/01/1985,130.932181141,Germany
1,01/01/1985,12.165226354,Greece
1,01/01/1985,10.613392758,Hungary
1,01/01/1985,0.53951402,Iceland
1,01/01/1985,4.047985813,Ireland
1,01/01/1985,85.974568382,Italy
1,01/01/1985,5.841133971,Latvia
1,01/01/1985,8.803261454,Lithuania
1,01/01/1985,1.076343269,Luxembourg
1,01/01/1985,30.365079537,Netherlands
1,01/01/1985,,North Macedonia
1,01/01/1985,9.218813223,Norway
1,01/01/1985,16.730592338,Poland
1,01/01/1985,9.314141008,Portugal
1,01/01/1985,15.234730295,Romania
1,01/01/1985,6.296081064,Slovakia
1,01/01/1985,,Slovenia
1,01/01/1985,44.301008718,Spain
1,01/01/1985,23.664834068,Sweden
1,01/01/1985,12.480671945,Switzerland
1,01/01/1985,18.160699269,Turkey
1,01/01/1985,65.339337719,Ukraine
1,01/01/1985,80.151739109,United Kingdom
1,01/01/1985,8.356452942,Azerbaijan
1,01/01/1985,25.480683557,Belarus
1,01/01/1985,21.22853681,Kazakhstan
1,01/01/1985,252.474974926,Russian Federation
1,01/01/1985,4.952653265,Turkmenistan
1,01/01/1985,,USSR
1,01/01/1985,11.857530615,Uzbekistan
1,01/01/1985,44.804791893,Iran
1,01/01/1985,11.328675833,Iraq
1,01/01/1985,6.655764522,Israel
1,01/01/1985,7.577324711,Kuwait
1,01/01/1985,1.462708178,Oman
1,01/01/1985,1.913550874,Qatar
1,01/01/1985,47.39005202,Saudi Arabia
1,01/01/1985,9.00782913,United Arab Emirates
1,01/01/1985,8.302132679,Algeria
1,01/01/1985,21.12536682,Egypt
1,01/01/1985,4.75067763,Morocco
1,01/01/1985,14.620796862,South Africa
1,01/01/1985,9.178586581,Eastern Africa
1,01/01/1985,30.100845654,Australia
1,01/01/1985,1.697228289,Bangladesh
1,01/01/1985,90.735963356,China
1,01/01/1985,5.267509697,China Hong Kong SAR
1,01/01/1985,44.508666834,India
1,01/01/1985,22.540899947,Indonesia
1,01/01/1985,213.286829368,Japan
1,01/01/1985,9.768660893,Malaysia
1,01/01/1985,3.727178494,New Zealand
1,01/01/1985,7.696906659,Pakistan
1,01/01/1985,7.604537093,Philippines
1,01/01/1985,12.189312625,Singapore
1,01/01/1985,26.751457653,South Korea
1,01/01/1985,1.172242184,Sri Lanka
1,01/01/1985,19.284889424,Taiwan
1,01/01/1985,11.379723584,Thailand
1,01/01/1985,2.015195604,Vietnam
1,01/01/1986,74.091834336,Canada
1,01/01/1986,63.980071324,Mexico
1,01/01/1986,769.917272894,US
1,01/01/1986,21.975962358,Argentina
1,01/01/1986,62.245599825,Brazil
1,01/01/1986,5.077374033,Chile
1,01/01/1986,8.453230302,Colombia
1,01/01/1986,4.31153843,Ecuador
1,01/01/1986,6.407927248,Peru
1,01/01/1986,1.567829727,Trinidad & Tobago
1,01/01/1986,21.738173821,Venezuela
1,01/01/1986,10.594866652,Austria
1,01/01/1986,22.781101748,Belgium
1,01/01/1986,11.070247492,Bulgaria
1,01/01/1986,,Croatia
1,01/01/1986,1.159116796,Cyprus
1,01/01/1986,10.394521257,Czech Republic
1,01/01/1986,10.706036209,Denmark
1,01/01/1986,3.44032484,Estonia
1,01/01/1986,11.530941507,Finland
1,01/01/1986,88.844762229,France
1,01/01/1986,137.938149494,Germany
1,01/01/1986,12.345832187,Greece
1,01/01/1986,9.802374893,Hungary
1,01/01/1986,0.547271687,Iceland
1,01/01/1986,4.997293207,Ireland
1,01/01/1986,88.034088349,Italy
1,01/01/1986,4.915761767,Latvia
1,01/01/1986,7.36600946,Lithuania
1,01/01/1986,1.172448027,Luxembourg
1,01/01/1986,33.668685135,Netherlands
1,01/01/1986,,North Macedonia
1,01/01/1986,9.885972485,Norway
1,01/01/1986,17.281395099,Poland
1,01/01/1986,9.927962159,Portugal
1,01/01/1986,16.328368754,Romania
1,01/01/1986,6.093942653,Slovakia
1,01/01/1986,,Slovenia
1,01/01/1986,43.89325203,Spain
1,01/01/1986,25.274717569,Sweden
1,01/01/1986,13.658484475,Switzerland
1,01/01/1986,19.668485287,Turkey
1,01/01/1986,65.56341473,Ukraine
1,01/01/1986,80.334895744,United Kingdom
1,01/01/1986,8.754718035,Azerbaijan
1,01/01/1986,30.104782811,Belarus
1,01/01/1986,19.336826502,Kazakhstan
1,01/01/1986,255.49088847,Russian Federation
1,01/01/1986,3.605489983,Turkmenistan
1,01/01/1986,,USSR
1,01/01/1986,12.155833926,Uzbekistan
1,01/01/1986,41.33157338,Iran
1,01/01/1986,12.092683675,Iraq
1,01/01/1986,6.9028287,Israel
1,01/01/1986,7.80673383,Kuwait
1,01/01/1986,1.040465917,Oman
1,01/01/1986,2.248774577,Qatar
1,01/01/1986,46.884908625,Saudi Arabia
1,01/01/1986,10.883967612,United Arab Emirates
1,01/01/1986,8.428310762,Algeria
1,01/01/1986,21.219525127,Egypt
1,01/01/1986,4.668223297,Morocco
1,01/01/1986,14.113708226,South Africa
1,01/01/1986,9.759761468,Eastern Africa
1,01/01/1986,30.806802018,Australia
1,01/01/1986,1.829362616,Bangladesh
1,01/01/1986,96.523989576,China
1,01/01/1986,5.148184556,China Hong Kong SAR
1,01/01/1986,46.797890059,India
1,01/01/1986,24.537533558,Indonesia
1,01/01/1986,215.447809855,Japan
1,01/01/1986,9.387562898,Malaysia
1,01/01/1986,2.919554763,New Zealand
1,01/01/1986,8.295265023,Pakistan
1,01/01/1986,7.995170799,Philippines
1,01/01/1986,14.136120474,Singapore
1,01/01/1986,29.140233066,South Korea
1,01/01/1986,1.175079183,Sri Lanka
1,01/01/1986,21.324470113,Taiwan
1,01/01/1986,11.863704457,Thailand
1,01/01/1986,2.241433461,Vietnam
1,01/01/1987,76.965780429,Canada
1,01/01/1987,67.095531777,Mexico
1,01/01/1987,785.851692696,US
1,01/01/1987,23.455115363,Argentina
1,01/01/1987,63.987826466,Brazil
1,01/01/1987,5.30397977,Chile
1,01/01/1987,8.900144229,Colombia
1,01/01/1987,4.353458775,Ecuador
1,01/01/1987,6.906948791,Peru
1,01/01/1987,1.05084346,Trinidad & Tobago
1,01/01/1987,20.658448435,Venezuela
1,01/01/1987,10.908026225,Austria
1,01/01/1987,22.944832354,Belgium
1,01/01/1987,10.637313366,Bulgaria
1,01/01/1987,,Croatia
1,01/01/1987,1.364883515,Cyprus
1,01/01/1987,10.43629347,Czech Republic
1,01/01/1987,9.861134399,Denmark
1,01/01/1987,3.474616935,Estonia
1,01/01/1987,11.483039457,Finland
1,01/01/1987,89.447700917,France
1,01/01/1987,134.308496537,Germany
1,01/01/1987,13.410293398,Greece
1,01/01/1987,10.276170727,Hungary
1,01/01/1987,0.591830945,Iceland
1,01/01/1987,4.385994578,Ireland
1,01/01/1987,91.796094392,Italy
1,01/01/1987,3.996019719,Latvia
1,01/01/1987,8.083109344,Lithuania
1,01/01/1987,1.328997301,Luxembourg
1,01/01/1987,33.909894031,Netherlands
1,01/01/1987,,North Macedonia
1,01/01/1987,9.853385235,Norway
1,01/01/1987,17.50478468,Poland
1,01/01/1987,9.645721203,Portugal
1,01/01/1987,17.997087824,Romania
1,01/01/1987,5.963112855,Slovakia
1,01/01/1987,,Slovenia
1,01/01/1987,46.096016839,Spain
1,01/01/1987,21.821878088,Sweden
1,01/01/1987,12.865503248,Switzerland
1,01/01/1987,22.19605749,Turkey
1,01/01/1987,68.165859029,Ukraine
1,01/01/1987,78.122908235,United Kingdom
1,01/01/1987,8.239630992,Azerbaijan
1,01/01/1987,29.776977151,Belarus
1,01/01/1987,18.689172317,Kazakhstan
1,01/01/1987,257.580054394,Russian Federation
1,01/01/1987,3.601704398,Turkmenistan
1,01/01/1987,,USSR
1,01/01/1987,11.52571096,Uzbekistan
1,01/01/1987,43.132190997,Iran
1,01/01/1987,12.528838124,Iraq
1,01/01/1987,7.726486338,Israel
1,01/01/1987,7.722258742,Kuwait
1,01/01/1987,1.182141874,Oman
1,01/01/1987,2.396537929,Qatar
1,01/01/1987,49.626015602,Saudi Arabia
1,01/01/1987,11.896667646,United Arab Emirates
1,01/01/1987,8.521111254,Algeria
1,01/01/1987,22.04790771,Egypt
1,01/01/1987,4.666780668,Morocco
1,01/01/1987,14.930408403,South Africa
1,01/01/1987,9.891433744,Eastern Africa
1,01/01/1987,31.393356491,Australia
1,01/01/1987,1.80098758,Bangladesh
1,01/01/1987,102.584313414,China
1,01/01/1987,5.049881365,China Hong Kong SAR
1,01/01/1987,48.303248448,India
1,01/01/1987,25.499778709,Indonesia
1,01/01/1987,216.286150974,Japan
1,01/01/1987,9.636223695,Malaysia
1,01/01/1987,3.659733468,New Zealand
1,01/01/1987,9.088638626,Pakistan
1,01/01/1987,9.282750597,Philippines
1,01/01/1987,14.860610347,Singapore
1,01/01/1987,30.633213767,South Korea
1,01/01/1987,1.339064921,Sri Lanka
1,01/01/1987,22.171182708,Taiwan
1,01/01/1987,12.980214144,Thailand
1,01/01/1987,2.615953983,Vietnam
1,01/01/1988,80.958305364,Canada
1,01/01/1988,66.930585167,Mexico
1,01/01/1988,818.470562478,US
1,01/01/1988,23.390306487,Argentina
1,01/01/1988,65.347665198,Brazil
1,01/01/1988,5.843615936,Chile
1,01/01/1988,9.364976907,Colombia
1,01/01/1988,4.201647105,Ecuador
1,01/01/1988,6.801075236,Peru
1,01/01/1988,0.952156086,Trinidad & Tobago
1,01/01/1988,21.389927172,Venezuela
1,01/01/1988,10.832155775,Austria
1,01/01/1988,23.665270302,Belgium
1,01/01/1988,11.293711713,Bulgaria
1,01/01/1988,,Croatia
1,01/01/1988,1.461394311,Cyprus
1,01/01/1988,10.031118587,Czech Republic
1,01/01/1988,9.802104017,Denmark
1,01/01/1988,3.504583233,Estonia
1,01/01/1988,11.339374893,Finland
1,01/01/1988,88.909740351,France
1,01/01/1988,134.38633768,Germany
1,01/01/1988,13.849799322,Greece
1,01/01/1988,9.513853205,Hungary
1,01/01/1988,0.618693489,Iceland
1,01/01/1988,3.976702876,Ireland
1,01/01/1988,93.438648825,Italy
1,01/01/1988,3.583068307,Latvia
1,01/01/1988,7.772294525,Lithuania
1,01/01/1988,1.364209683,Luxembourg
1,01/01/1988,35.979877527,Netherlands
1,01/01/1988,,North Macedonia
1,01/01/1988,9.251349432,Norway
1,01/01/1988,17.931300898,Poland
1,01/01/1988,10.100236733,Portugal
1,01/01/1988,16.867428298,Romania
1,01/01/1988,5.82876199,Slovakia
1,01/01/1988,,Slovenia
1,01/01/1988,47.195145815,Spain
1,01/01/1988,20.426819479,Sweden
1,01/01/1988,12.902920632,Switzerland
1,01/01/1988,23.589203091,Turkey
1,01/01/1988,62.597252048,Ukraine
1,01/01/1988,83.104298056,United Kingdom
1,01/01/1988,8.438800588,Azerbaijan
1,01/01/1988,28.845154696,Belarus
1,01/01/1988,18.766254263,Kazakhstan
1,01/01/1988,255.547017493,Russian Federation
1,01/01/1988,3.599100962,Turkmenistan
1,01/01/1988,,USSR
1,01/01/1988,14.211994761,Uzbekistan
1,01/01/1988,45.303046642,Iran
1,01/01/1988,13.706153803,Iraq
1,01/01/1988,8.521198983,Israel
1,01/01/1988,7.612825213,Kuwait
1,01/01/1988,1.08043759,Oman
1,01/01/1988,1.592204213,Qatar
1,01/01/1988,51.06079765,Saudi Arabia
1,01/01/1988,14.235512539,United Arab Emirates
1,01/01/1988,8.527308565,Algeria
1,01/01/1988,22.392112329,Egypt
1,01/01/1988,4.988416929,Morocco
1,01/01/1988,16.446632844,South Africa
1,01/01/1988,10.77054801,Eastern Africa
1,01/01/1988,32.882858615,Australia
1,01/01/1988,1.804321725,Bangladesh
1,01/01/1988,110.283981051,China
1,01/01/1988,5.792752508,China Hong Kong SAR
1,01/01/1988,53.009526416,India
1,01/01/1988,26.814176722,Indonesia
1,01/01/1988,232.665307466,Japan
1,01/01/1988,10.459303493,Malaysia
1,01/01/1988,3.401478969,New Zealand
1,01/01/1988,9.789245343,Pakistan
1,01/01/1988,10.007120737,Philippines
1,01/01/1988,17.196758192,Singapore
1,01/01/1988,36.625462191,South Korea
1,01/01/1988,1.300238305,Sri Lanka
1,01/01/1988,25.414749286,Taiwan
1,01/01/1988,14.687918903,Thailand
1,01/01/1988,2.737145903,Vietnam
1,01/01/1989,84.00565365,Canada
1,01/01/1989,71.625009018,Mexico
1,01/01/1989,818.092573042,US
1,01/01/1989,21.220091311,Argentina
1,01/01/1989,66.282644839,Brazil
1,01/01/1989,6.463490494,Chile
1,01/01/1989,9.618306195,Colombia
1,01/01/1989,4.34769368,Ecuador
1,01/01/1989,6.013864622,Peru
1,01/01/1989,0.85500172,Trinidad & Tobago
1,01/01/1989,20.860933882,Venezuela
1,01/01/1989,10.681187064,Austria
1,01/01/1989,23.242094034,Belgium
1,01/01/1989,11.016806487,Bulgaria
1,01/01/1989,,Croatia
1,01/01/1989,1.509551376,Cyprus
1,01/01/1989,9.580109081,Czech Republic
1,01/01/1989,9.437928919,Denmark
1,01/01/1989,3.614289694,Estonia
1,01/01/1989,11.322740398,Finland
1,01/01/1989,91.287522571,France
1,01/01/1989,126.258210901,Germany
1,01/01/1989,15.258156468,Greece
1,01/01/1989,9.221564799,Hungary
1,01/01/1989,0.661810285,Iceland
1,01/01/1989,4.091526822,Ireland
1,01/01/1989,96.141113117,Italy
1,01/01/1989,3.581793079,Latvia
1,01/01/1989,7.974036431,Lithuania
1,01/01/1989,1.499276392,Luxembourg
1,01/01/1989,35.502352929,Netherlands
1,01/01/1989,,North Macedonia
1,01/01/1989,9.358279211,Norway
1,01/01/1989,17.807730773,Poland
1,01/01/1989,12.717105926,Portugal
1,01/01/1989,17.392831876,Romania
1,01/01/1989,5.777269896,Slovakia
1,01/01/1989,,Slovenia
1,01/01/1989,49.456490589,Spain
1,01/01/1989,19.623334479,Sweden
1,01/01/1989,12.38117665,Switzerland
1,01/01/1989,22.229290317,Turkey
1,01/01/1989,59.828685023,Ukraine
1,01/01/1989,84.952545261,United Kingdom
1,01/01/1989,8.228823338,Azerbaijan
1,01/01/1989,27.010052199,Belarus
1,01/01/1989,19.150062602,Kazakhstan
1,01/01/1989,260.314334848,Russian Federation
1,01/01/1989,3.595443826,Turkmenistan
1,01/01/1989,,USSR
1,01/01/1989,13.579453091,Uzbekistan
1,01/01/1989,48.677115874,Iran
1,01/01/1989,15.292092336,Iraq
1,01/01/1989,8.740520493,Israel
1,01/01/1989,7.689756807,Kuwait
1,01/01/1989,1.407703138,Oman
1,01/01/1989,1.756071916,Qatar
1,01/01/1989,49.308492945,Saudi Arabia
1,01/01/1989,14.938630625,United Arab Emirates
1,01/01/1989,8.936944206,Algeria
1,01/01/1989,23.28858147,Egypt
1,01/01/1989,5.474638937,Morocco
1,01/01/1989,17.040310141,South Africa
1,01/01/1989,11.209460038,Eastern Africa
1,01/01/1989,34.064882524,Australia
1,01/01/1989,1.972652909,Bangladesh
1,01/01/1989,115.491899865,China
1,01/01/1989,6.177702302,China Hong Kong SAR
1,01/01/1989,57.418112234,India
1,01/01/1989,28.391827243,Indonesia
1,01/01/1989,241.722779044,Japan
1,01/01/1989,10.858130746,Malaysia
1,01/01/1989,3.496003395,New Zealand
1,01/01/1989,10.491584814,Pakistan
1,01/01/1989,11.231275915,Philippines
1,01/01/1989,19.614953831,Singapore
1,01/01/1989,41.847114359,South Korea
1,01/01/1989,1.239202523,Sri Lanka
1,01/01/1989,28.200993546,Taiwan
1,01/01/1989,17.261805618,Thailand
1,01/01/1989,2.533902016,Vietnam
1,01/01/1990,82.801499427,Canada
1,01/01/1990,74.806617134,Mexico
1,01/01/1990,801.586305204,US
1,01/01/1990,20.072492644,Argentina
1,01/01/1990,64.889497293,Brazil
1,01/01/1990,6.823349838,Chile
1,01/01/1990,9.766762546,Colombia
1,01/01/1990,4.333439166,Ecuador
1,01/01/1990,5.998695352,Peru
1,01/01/1990,1.278352871,Trinidad & Tobago
1,01/01/1990,21.065967172,Venezuela
1,01/01/1990,11.115798247,Austria
1,01/01/1990,24.743065103,Belgium
1,01/01/1990,10.125665561,Bulgaria
1,01/01/1990,4.66686295,Croatia
1,01/01/1990,1.596311766,Cyprus
1,01/01/1990,8.652247803,Czech Republic
1,01/01/1990,9.24518009,Denmark
1,01/01/1990,3.560056932,Estonia
1,01/01/1990,11.680712359,Finland
1,01/01/1990,92.661024362,France
1,01/01/1990,132.183421802,Germany
1,01/01/1990,16.436472426,Greece
1,01/01/1990,9.583469189,Hungary
1,01/01/1990,0.674739515,Iceland
1,01/01/1990,4.546830419,Ireland
1,01/01/1990,94.995685631,Italy
1,01/01/1990,3.374564662,Latvia
1,01/01/1990,7.622195475,Lithuania
1,01/01/1990,1.644472729,Luxembourg
1,01/01/1990,36.846071159,Netherlands
1,01/01/1990,1.095522512,North Macedonia
1,01/01/1990,9.005829721,Norway
1,01/01/1990,16.316003248,Poland
1,01/01/1990,11.698299189,Portugal
1,01/01/1990,18.918142973,Romania
1,01/01/1990,5.020909788,Slovakia
1,01/01/1990,1.733974831,Slovenia
1,01/01/1990,47.871466492,Spain
1,01/01/1990,19.58212613,Sweden
1,01/01/1990,13.267219022,Switzerland
1,01/01/1990,23.603198935,Turkey
1,01/01/1990,64.895235381,Ukraine
1,01/01/1990,86.04652859,United Kingdom
1,01/01/1990,8.63240141,Azerbaijan
1,01/01/1990,24.976610954,Belarus
1,01/01/1990,22.040183023,Kazakhstan
1,01/01/1990,256.632169651,Russian Federation
1,01/01/1990,4.71340075,Turkmenistan
1,01/01/1990,,USSR
1,01/01/1990,10.267255207,Uzbekistan
1,01/01/1990,50.423647056,Iran
1,01/01/1990,15.259848646,Iraq
1,01/01/1990,9.041993862,Israel
1,01/01/1990,3.385467039,Kuwait
1,01/01/1990,2.096927486,Oman
1,01/01/1990,1.813492046,Qatar
1,01/01/1990,52.44278103,Saudi Arabia
1,01/01/1990,15.661708656,United Arab Emirates
1,01/01/1990,9.614068429,Algeria
1,01/01/1990,24.121792467,Egypt
1,01/01/1990,5.666242166,Morocco
1,01/01/1990,17.205650315,South Africa
1,01/01/1990,11.435669636,Eastern Africa
1,01/01/1990,34.560737416,Australia
1,01/01/1990,1.911248734,Bangladesh
1,01/01/1990,114.494267469,China
1,01/01/1990,6.490609033,China Hong Kong SAR
1,01/01/1990,59.633428418,India
1,01/01/1990,32.592129001,Indonesia
1,01/01/1990,253.166707198,Japan
1,01/01/1990,13.042096573,Malaysia
1,01/01/1990,3.880451651,New Zealand
1,01/01/1990,10.971825093,Pakistan
1,01/01/1990,11.740816447,Philippines
1,01/01/1990,23.437903865,Singapore
1,01/01/1990,50.723188378,South Korea
1,01/01/1990,1.323832815,Sri Lanka
1,01/01/1990,29.179511046,Taiwan
1,01/01/1990,20.722336461,Thailand
1,01/01/1990,2.982849063,Vietnam
1,01/01/1991,78.191249451,Canada
1,01/01/1991,77.893702344,Mexico
1,01/01/1991,784.867725721,US
1,01/01/1991,20.679478552,Argentina
1,01/01/1991,65.803988055,Brazil
1,01/01/1991,7.608165702,Chile
1,01/01/1991,10.021044007,Colombia
1,01/01/1991,4.89731499,Ecuador
1,01/01/1991,5.561241019,Peru
1,01/01/1991,1.200120904,Trinidad & Tobago
1,01/01/1991,20.018821081,Venezuela
1,01/01/1991,11.999268821,Austria
1,01/01/1991,26.488794843,Belgium
1,01/01/1991,6.846886846,Bulgaria
1,01/01/1991,3.31008202,Croatia
1,01/01/1991,1.63274348,Cyprus
1,01/01/1991,7.239112783,Czech Republic
1,01/01/1991,9.379778566,Denmark
1,01/01/1991,3.130581259,Estonia
1,01/01/1991,11.538773805,Finland
1,01/01/1991,98.128280501,France
1,01/01/1991,138.229977357,Germany
1,01/01/1991,16.621830099,Greece
1,01/01/1991,8.254390489,Hungary
1,01/01/1991,0.633535421,Iceland
1,01/01/1991,4.991827482,Ireland
1,01/01/1991,94.306362138,Italy
1,01/01/1991,3.271962172,Latvia
1,01/01/1991,8.384132077,Lithuania
1,01/01/1991,1.916004249,Luxembourg
1,01/01/1991,35.369712617,Netherlands
1,01/01/1991,0.980765296,North Macedonia
1,01/01/1991,8.333286471,Norway
1,01/01/1991,15.408384231,Poland
1,01/01/1991,12.202269074,Portugal
1,01/01/1991,15.703425743,Romania
1,01/01/1991,4.410371764,Slovakia
1,01/01/1991,1.676563579,Slovenia
1,01/01/1991,48.906505229,Spain
1,01/01/1991,16.872112908,Sweden
1,01/01/1991,13.495484141,Switzerland
1,01/01/1991,22.998480032,Turkey
1,01/01/1991,59.145380758,Ukraine
1,01/01/1991,85.645425408,United Kingdom
1,01/01/1991,8.323398786,Azerbaijan
1,01/01/1991,24.15245184,Belarus
1,01/01/1991,22.235354044,Kazakhstan
1,01/01/1991,250.084154231,Russian Federation
1,01/01/1991,5.271362764,Turkmenistan
1,01/01/1991,,USSR
1,01/01/1991,10.887167168,Uzbekistan
1,01/01/1991,53.537024172,Iran
1,01/01/1991,11.25383659,Iraq
1,01/01/1991,9.278610753,Israel
1,01/01/1991,3.47276027,Kuwait
1,01/01/1991,3.443871167,Oman
1,01/01/1991,1.575111613,Qatar
1,01/01/1991,54.888199022,Saudi Arabia
1,01/01/1991,19.301037403,United Arab Emirates
1,01/01/1991,9.512277396,Algeria
1,01/01/1991,23.71169915,Egypt
1,01/01/1991,5.672412535,Morocco
1,01/01/1991,17.347765425,South Africa
1,01/01/1991,11.134714148,Eastern Africa
1,01/01/1991,33.605039388,Australia
1,01/01/1991,1.773246847,Bangladesh
1,01/01/1991,123.789145954,China
1,01/01/1991,6.48925492,China Hong Kong SAR
1,01/01/1991,60.601675002,India
1,01/01/1991,34.573886524,Indonesia
1,01/01/1991,257.017770809,Japan
1,01/01/1991,14.061790168,Malaysia
1,01/01/1991,4.119903335,New Zealand
1,01/01/1991,11.549855642,Pakistan
1,01/01/1991,11.375117512,Philippines
1,01/01/1991,23.850838373,Singapore
1,01/01/1991,61.680793303,South Korea
1,01/01/1991,1.397909487,Sri Lanka
1,01/01/1991,30.240510323,Taiwan
1,01/01/1991,22.141862095,Thailand
1,01/01/1991,2.906350369,Vietnam
1,01/01/1992,79.735846303,Canada
1,01/01/1992,78.763646921,Mexico
1,01/01/1992,801.276588267,US
1,01/01/1992,21.843844631,Argentina
1,01/01/1992,70.340920729,Brazil
1,01/01/1992,8.241585387,Chile
1,01/01/1992,11.018830963,Colombia
